sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
512.3141@13.347922,32430,21366,44106,24615,23233,27909,60769,40929,41456,28337,1,19303,37414,1,29819
536.3335@13.350546,51825,1,36929,39857,36640,26985,59813,59623,1,45212,32849,27197,1,1,39397
518.323@13.348333,92613,45534,80006,71687,71111,71021,125773,101633,107466,91163,60890,66449,57349,57033,56524
492.3267@13.3491335,223452,113573,220160,100757,142663,141611,299210,181445,173747,133930,172371,154286,98258,165931,150837
400.2282@13.346785,301270,275689,273277,323783,275325,290181,218284,186739,1,186861,96766,151128,280014,267706,273163
346.248@13.323999,46723,52273,64666,24438,25551,27629,27903,20274,1,1,1,1,28728,14334,26666
428.2231@13.354467,209869,153145,163762,177263,148873,172389,233705,183336,184688,131819,77762,113978,177381,168595,172390
499.937@13.357134,477796,424271,411304,369340,335427,303570,277834,355892,319447,301506,268340,337691,305930,288772,301040
322.2507@13.369857,60591,64432,69574,21568,16687,18517,29209,33082,31987,23057,1,19427,14683,11646,12960
951.655@13.371,28140,33603,1,28175,1,1,49318,44309,38253,38267,17337,32141,27170,1,1
364.2597@13.383073,83726,77704,83810,88570,57045,56077,46109,41584,37395,58187,1,54040,50293,41320,52753
440.3499@13.376385,24841,25154,32285,1,19625,24700,22520,20452,18461,28501,1,23770,20615,20650,22269
544.361@13.377868,1007070,876911,857309,478311,440732,448634,668137,639874,634422,1008896,689275,813050,657196,666980,643882
632.3766@13.379533,84168,97967,126418,44669,57197,55434,65055,71405,73809,101381,71875,95066,68161,63039,68282
588.368@13.379466,189651,167151,143559,100904,86004,82883,133869,126364,142785,205753,163236,176755,134453,112215,116264
1065.7076@13.383933,47885,43207,29793,19095,21758,21187,28635,36544,34075,62645,24608,40394,27860,27910,30479
1126.716@13.385001,54194,52489,28513,43022,50697,47314,45595,76423,84001,138477,1,182568,42770,46780,49370
1076.7004@13.387466,91025,110626,46935,192507,167444,147644,144669,219144,231985,228575,387251,269499,114758,125078,135012
408.2521@13.394692,35393,31292,28525,11773,1,1,19314,19998,22927,27766,17844,30265,16810,11661,11964
302.2247@13.396534,155774,144019,144392,79032,66179,63117,67470,82913,83115,123530,76103,103540,51056,65917,73680
739.3583@13.404643,28017,31187,27096,42417,36791,36951,52189,53928,40809,51975,1,26463,44036,53575,47935
1184.7188@13.4026,50365,62474,31058,77218,88652,73938,73563,109566,114392,115349,107565,109752,62505,68785,70306
434.3387@13.400935,67108,59633,60920,44454,44766,50018,40208,25917,41425,41017,33502,44677,50016,55501,53211
1102.7166@13.402068,449316,513885,229591,641288,712944,551468,550518,925999,1057062,1271462,2293166,1826418,454678,490575,527723
663.3719@13.408429,225553,197440,189277,279075,312645,292982,289257,347360,321890,298170,1,271911,261219,300965,296107
581.3684@13.404667,3462666,3956547,2335983,4169216,4350433,3958579,4240597,5147292,5616622,6388245,9304962,7764236,3682263,3781705,3611644
611.379@13.406142,48180,43544,33965,45665,59406,48152,52139,60386,63325,55731,94976,62021,41115,45138,1
639.2839@13.409401,40462,23930,1,45685,31440,1,35802,29266,23054,49843,39730,1,1,19518,1
276.2087@13.402168,67019,395914,68540,32351,34204,32266,37007,44307,37011,25230,25437,24808,1,1,1
702.4181@13.427358,241640,241849,192072,84227,127061,122670,165925,162204,145813,525456,336456,247658,215375,296301,1
958.6375@13.426467,57208,68968,50675,23500,35741,36327,21525,39446,40719,26639,97963,115111,22683,19137,21028
887.6243@13.427714,18948,19554,16994,20350,21474,22304,18647,21871,22828,41453,1,35792,20205,17612,19680
437.2906@13.428,322855,382675,373880,134782,215506,191265,123102,206605,210927,138361,561697,664920,142355,101037,153164
658.3919@13.431535,187910,141040,143921,161493,115567,139838,189753,171332,174496,185050,126233,151828,116423,120611,109898
463.97@13.424769,63732,56574,58172,51537,53820,51730,1,51355,48757,53111,1,48664,47155,51235,50176
366.277@13.432467,364926,346000,339586,339643,325785,362075,341780,314349,297598,399235,203850,378441,339410,288632,284278
500.3346@13.44109,25031,15057,21698,1,1,1,13667,11166,20909,18056,14594,16023,13577,1,30254
518.3097@13.439001,37276,37458,1,16669,1,1,24048,1,23835,41875,39344,30119,30178,32825,35633
1270.9036@13.4428,56196,58245,28367,58232,64949,50948,32978,58530,68255,115201,178168,159868,15782,17977,17995
404.2757@13.432846,80413,76039,1,99175,80559,88480,51899,88586,59817,1,33712,67647,33114,55528,56092
412.2823@13.435385,217823,166049,193411,1,78791,1,119552,110365,116791,174077,70728,171144,150678,152851,165199
582.4854@13.4448185,24218,28085,17089,14485,28475,13088,1,26622,32212,23113,123285,85547,1,1,1
508.2307@13.441733,145284,130416,152138,114964,96119,100494,288750,255836,234050,135414,62532,97084,67802,62789,57587
298.2508@13.439865,688081,651508,663460,474595,493974,466291,399033,485621,443743,333529,357603,377242,255435,233355,251050
831.5602@13.450667,45757,52912,41537,46920,56166,48708,37485,40563,40852,49759,46194,47345,20283,21724,19951
749.5566@13.449533,388864,394583,266184,338372,363283,301395,208183,292978,296069,459860,534482,543841,122994,114100,117373
367.9469@13.464999,107685,1,136640,215153,59704,172371,1,1,143378,174783,129563,131392,74028,1,1
298.1315@13.44869,56865,51618,43752,39444,32372,27036,38253,27870,23435,41239,1,1,56272,44501,43923
723.5419@13.454333,39951,36295,30079,50909,44933,39955,28008,36389,31750,44295,56415,43293,13187,13583,12572
478.3994@13.455465,141822,133304,137110,97931,101073,92516,45274,53368,51691,90397,63119,88381,20632,18724,16788
404.2388@13.45577,43245,63446,52761,42672,43578,48286,35706,32000,23407,1,16649,30973,15278,1,13792
228.2083@13.454934,1.34E+07,1.27E+07,1.32E+07,1.05E+07,1.07E+07,1.01E+07,6075109,7653990,7357075,1.11E+07,1.18E+07,1.21E+07,4306449,3895157,4199536
334.2343@13.455,1560677,1496420,1522842,1439552,1451568,1363046,909331,1140722,1155658,1558959,1612647,1715886,702901,665190,698098
1149.21@13.455573,78577,82893,81775,66935,73486,71797,48636,57821,55159,79139,1,88479,34963,35555,37759
290.227@13.455333,2157272,2005073,1927050,1746270,1747653,1564040,1133305,1335051,1293868,1831552,1876621,1799363,857199,712547,773903
324.1969@13.456572,66321,60140,60653,55139,56778,53275,38355,47267,42419,51865,41276,59318,29023,1,26367
348.2501@13.455934,98044,103940,98641,79094,101223,95797,70542,67058,84524,85941,91742,94035,48137,39202,38376
564.4235@13.455501,77720,81476,1,64726,69918,68274,1,49989,53076,80929,85898,88857,1,1,1
338.2127@13.455267,52402,43018,45375,42760,45583,35929,25517,28570,42253,48898,41051,47733,20240,16384,19047
440.3492@13.45425,41387,37669,1,41182,32973,32467,34773,31673,29812,37161,37298,1,36846,1,34773
374.2484@13.4562,18056,1,17950,15705,16319,14745,12812,11412,12639,15840,1,11800,1,1,1
310.212@13.458201,168204,165134,161850,149232,156516,151861,124537,111158,109243,129236,77742,111853,94869,82912,87461
830.6113@13.460078,102375,85297,85720,17322,14556,1,13337,15051,1,99134,51983,72547,27536,23553,22635
737.5569@13.463,14318,20348,13567,23486,24004,19013,1,16746,17006,34740,80223,53082,1,1,1
416.2233@13.453713,83013,71279,1,147647,133721,106037,64138,61306,62941,54368,26012,38269,112566,116993,98888
352.2609@13.45923,90623,69051,89610,70409,54066,50351,30013,30673,25528,46482,1,47303,56975,1,41184
662.4234@13.463614,123839,120322,110587,27820,24124,1,41449,38291,1,119215,57160,75305,101920,110174,113218
400.2821@13.462602,244528,187013,214149,97116,106776,85025,133230,116740,130036,183204,156063,147551,146405,152552,163621
404.1707@13.459545,33107,30975,1,29849,25066,22181,24214,21141,18449,29216,17817,1,17267,1,1
272.2353@13.470866,630885,668011,685270,650681,619783,550243,497637,707679,645735,553299,999038,665827,456039,407540,453096
774.4758@13.474801,145564,118474,94368,53785,41724,35611,57275,52846,51320,196218,92282,81307,96293,107486,94116
436.3534@13.477181,20153,1,1,21347,21275,20755,24114,23320,17641,21463,1,1,26496,21522,24208
707.5466@13.478399,29335,31564,30082,12987,17461,16567,1,1,12849,13389,36557,44707,1,1,1
240.2086@13.47823,111242,103350,1,60045,57933,52181,57010,67072,87462,62581,61042,66427,34217,1,34331
378.2708@13.504999,69205,130206,79678,50596,67017,62555,45162,1,1,1,1,46801,61325,62781,1
376.2958@13.508899,39005,34488,34779,10718,1,1,21774,1,1,21060,1,23843,43830,53835,57303
326.2456@13.493077,59373,56320,62554,25549,1,24324,31290,30851,30260,1,23011,36641,39205,35437,32770
862.5867@13.485499,30065,23341,30115,29078,28991,23953,26111,27085,24673,19597,47556,1,39276,38374,36012
300.2664@13.494466,660524,581350,579572,319612,290074,273587,236200,285675,270489,333023,267989,300689,263222,244255,244778
344.2737@13.494398,102416,97373,78138,53599,44379,51974,31252,42919,39573,42077,32357,42864,42471,25769,41551
406.2892@13.4951,23264,23498,18680,23521,20892,1,1,15665,22011,1,1,35871,17823,12698,1
426.2081@13.489,23878,18293,17624,31615,26591,27101,16577,1,1,1,1,23669,17462,1,20385
284.1162@13.497665,187901,164216,144538,124865,130010,1,93603,126931,107026,140556,1,125900,135059,1,129228
730.4497@13.5034,81709,61881,48904,28505,23964,24096,45505,40346,41011,54506,33414,39011,41295,43437,45337
539.3585@13.503332,291496,271744,287908,182431,267399,239718,200047,268785,302025,225861,503602,679616,190137,182977,188970
612.2581@13.504363,40614,39380,36289,27111,25669,19706,25619,1,1,29771,1,1,30287,33141,23900
621.3619@13.504858,22692,26250,31651,17926,24277,33931,20210,25567,27202,20835,30606,44024,16545,1,19974
442.3657@13.510643,16674,16292,16587,14894,14298,13442,16974,1,13733,23613,12157,24022,19769,30332,18138
950.6374@13.514463,42075,34343,35263,32465,32198,29194,35805,27236,30792,23264,1,1,46803,47406,42749
906.612@13.507614,50458,41471,30948,31993,30784,28900,31643,29558,26300,27043,1,1,46056,45329,44099
500.3339@13.513364,23586,23351,22643,13302,16041,1,15773,1,15891,24423,25205,1,19413,1,20060
390.277@13.515616,228382,186677,1,123040,151006,140417,142287,128067,128911,133827,83263,1,158963,171692,122026
644.2845@13.514201,161831,148526,127465,113866,96110,96651,105149,89405,85861,115271,46987,84829,125994,133071,114661
630.2686@13.513429,63012,61162,52358,43976,36301,38246,49992,38140,29054,44275,1,28167,48463,48078,47845
631.3848@13.523198,75341,78811,52398,78689,105923,95302,77918,125438,150151,239581,471414,359202,88083,64489,100569
569.3689@13.525534,147617,200026,125639,371700,353352,301759,285848,408777,457585,523419,1404032,874694,188843,229577,222927
314.2457@13.526,343734,1,311318,191961,188568,160782,169707,186671,1,1,1,205443,213832,214797,219410
672.279@13.517462,49356,50889,41756,30699,30606,29640,34668,28222,22957,34597,1,1,40432,37548,35196
994.6638@13.527079,39702,29332,34355,36367,33578,30317,37004,33985,32196,24435,1,1,51414,51481,47792
662.4235@13.526799,115301,95337,90436,42106,37140,46206,57083,48005,56109,217521,95368,88172,108466,127184,109996
410.303@13.530833,107680,1,77512,49216,48767,1,1,51881,33237,49003,32110,45684,82870,66639,51978
414.2977@13.478867,155089,43407,99285,167358,41424,149395,31361,35182,51436,47144,109105,87576,26733,112330,118144
242.2243@13.544272,41884,34279,32698,25279,27686,21611,1,23764,23367,1,1,1,29055,27033,27711
498.3197@13.545214,42562,35327,26445,17972,14330,14430,23528,1,31182,40023,30291,33962,24560,25389,26649
340.2405@13.523199,1231785,1388368,1262966,2954526,3008896,2311045,1666806,2136734,2176904,2093118,5952401,5002945,726218,644263,749567
468.288@13.542999,30312,41491,32502,21284,29101,22676,18684,30144,42760,35211,1,1,1,1,14760
486.3193@13.547731,627276,501986,533961,171122,170842,160849,229734,286177,272378,282027,215697,442938,312214,276862,290807
632.5011@13.549834,66961,102639,48110,32961,43233,22970,15701,35781,51042,47570,216348,140864,1,1,1
1223.2253@13.551182,18357,22951,21550,1,1,11774,13038,14173,14273,1,16010,1,15711,14932,15620
1082.7155@13.551417,28370,19555,22640,24101,27449,23282,23427,25677,23635,1,1,1,39516,38659,38414
592.3449@13.550265,134283,109704,123057,39941,43412,38393,63785,61257,64196,75429,63303,99382,81502,68964,67139
302.3@13.551801,71874,71072,102645,1,20534,1,21402,32535,30303,1,39928,1,25939,1,32361
408.2498@13.552466,675414,662579,689605,351703,371308,334353,411696,474173,480119,302294,499243,387119,443650,404434,400918
302.2246@13.551932,4863368,4657203,4753231,1760713,1939232,1746157,2249310,2668535,2646550,1535462,3084453,2097899,2516184,2267639,2407843
799.5719@13.554667,56221,57348,36490,35739,39742,34809,20300,30796,38793,49634,74304,51968,1,1,1
463.3066@13.552616,264633,282491,299983,90258,1,130872,77833,133016,150994,77369,323797,428190,106959,1,97468
638.4392@13.5535,36338,33762,35662,1,14710,1,1,17594,21418,1,25729,1,15160,17340,15087
602.4256@13.5544,74134,63295,68899,20011,23454,15016,15001,1,16130,13018,15015,1,1,1,1
787.5721@13.555084,28052,31566,19192,25509,23484,15042,11091,21917,21099,25872,64129,45337,1,1,1
436.2162@13.562385,29786,28076,33072,25061,25377,26889,18619,16194,19651,21699,1,15058,13074,14272,1
442.2297@13.560572,38521,37602,41667,27274,29319,28433,30417,25366,23683,21274,1,19787,19832,17579,15910
432.2377@13.559201,70229,65722,61736,37663,39316,28637,35012,1,29522,1,31549,29903,1,1,1
716.4337@13.563,321589,299034,238022,203341,159769,158313,244660,248586,225751,655424,397449,312291,320474,366666,307902
384.25@13.5618,1847772,1896694,1907570,1140451,1138685,1050092,882289,991872,1008039,1102163,1003589,1144606,534148,522869,483962
374.2126@13.561636,76719,72528,59799,33885,35406,32873,25719,29718,24919,30517,1,24002,1,1,1
578.4301@13.5615835,159768,185806,175140,54387,50087,48027,31177,26918,29324,31109,13463,22183,1,1,1
614.4393@13.562787,110076,105122,81513,41507,43420,39088,38130,37107,42263,39692,42805,53530,18741,1,15867
278.2239@13.561598,1.73E+07,1.65E+07,1.66E+07,7338900,7270660,6648540,5324754,6385583,6129179,6981031,6025115,7266838,2914269,2924598,2841510
1199.2252@13.562133,69626,72087,67548,32635,35572,35977,29137,34762,32797,36329,32382,40489,15936,16842,16668
388.2284@13.5616,79038,58020,43910,17481,20105,16286,1,14748,15831,1,16656,17784,1,1,1
398.2651@13.5630665,124606,139389,140384,70696,75873,80250,57764,63513,63302,71225,143812,108389,40986,34228,31426
454.2536@13.561384,49618,57836,68729,29198,36493,39388,28183,25540,31160,23850,1,29947,1,14448,13538
572.3562@13.575267,121242,111204,94544,62090,63838,57438,94817,88674,87870,145364,102724,130521,96366,102610,91353
529.2718@13.571,82253,86109,91941,94028,83653,87905,68608,69362,74876,82496,1,62964,288050,279755,267945
482.3602@13.575616,116833,127620,108535,143962,117365,119702,136517,1,1,176102,197388,181643,123552,125974,172993
640.3798@13.579818,26598,1,29423,17081,19533,1,30917,22816,22967,35795,1,1,41892,36991,27415
266.2246@13.580334,132133,124142,134147,65462,62553,64338,58383,65414,65018,66532,58911,63671,39099,41670,37715
646.3913@13.587083,54934,1,74189,46058,44914,44645,61052,100951,89608,98448,65566,1,1,82806,142456
558.3766@13.582,906537,808730,759930,492820,470464,468309,679722,716798,696712,1033077,744141,842024,701975,743932,659346
602.3841@13.5848,116985,100461,94696,73852,76019,69065,111907,157818,149389,155441,120634,145757,116103,122012,243944
672.4077@13.591334,277611,243934,212338,283891,252013,253188,349123,355257,336856,420230,311056,285629,257636,292169,237733
326.2247@13.590819,44392,52543,42115,1,1,28881,27972,29860,29620,21232,45134,29358,1,1,15105
541.374@13.591333,219460,245783,220869,196961,245013,215300,223672,313333,285683,246562,787499,704257,233338,186631,221345
458.3596@13.5964985,17134,16077,13415,17486,20663,21862,26084,23019,19306,23535,15119,1,29256,23724,21432
608.5007@13.596386,31307,64855,20851,51923,51939,53339,26045,45985,48092,35046,149506,68640,1,11841,1
528.402@13.601426,49155,52189,45421,52362,51808,50780,1,55857,47923,70854,40580,56808,61755,56093,56985
584.5014@13.6106,87440,237143,89306,302916,288285,317713,135250,229456,245433,118373,487644,162385,39514,47021,44746
607.3846@13.6032,87433,85216,56215,75492,98990,79472,79311,126729,162208,163291,499359,333694,88197,94487,95859
412.3174@13.596899,47675,43135,1,1,26212,1,19529,27719,10011,17401,1,23466,1,36691,13919
418.3442@13.619455,27138,26807,22919,36387,1,33599,1,31515,32605,32340,1,1,27950,31483,38847
530.4308@13.618933,345323,340306,339250,94780,94920,114684,74890,87678,88043,48784,35244,51581,16538,17641,15541
749.5567@13.617084,21429,25547,13395,21772,18121,13748,12916,18593,20859,15371,39606,21128,1,1,1
350.2126@13.620466,125611,120833,127622,64480,62637,63292,43770,48343,52916,46269,29334,35905,19189,17799,21586
254.224@13.6204,2.99E+07,2.94E+07,2.98E+07,1.34E+07,1.35E+07,1.27E+07,9443008,1.10E+07,1.11E+07,9463628,8512532,1.06E+07,4437759,4469936,4049714
394.2209@13.621302,36542,33340,30684,18662,20564,16137,1,18899,17059,15063,1,10745,1,1,1
624.3455@13.624001,75566,71808,81269,10336,1,1,9118,1,12962,25414,15109,46660,34188,35733,35708
364.2297@13.62354,96277,95789,94765,45561,47956,36720,33301,39534,38074,29737,33692,36631,1,1,14996
1175.2253@13.622799,131902,132360,139796,78536,81202,80392,60947,72814,71697,58555,61853,62625,32454,36355,32794
512.3477@13.626573,19853,23046,24657,21578,19927,22448,25585,22396,21696,20115,1,18717,55020,62869,36113
490.3655@13.623733,353154,317281,306942,366183,353237,363829,356919,363816,283919,360311,247072,302698,384105,353490,329431
648.3896@13.624667,99896,84536,96038,23567,26077,24172,28417,1,1,48937,50820,84289,71104,70675,1
418.2306@13.623359,64672,88900,63877,59634,55913,56277,48715,42075,45936,37602,1,26929,26475,27665,26657
316.2427@13.621667,2780544,2475703,2419067,1586240,1604016,1492424,1205343,1375652,1359970,1237169,1073322,1322102,623457,601641,525858
336.2275@13.623,343639,334891,339042,228362,221240,214649,184902,189114,193174,157445,115585,140874,104604,110757,106519
624.387@13.622364,62235,61752,44601,33160,29499,23227,25181,27034,27342,23557,1,11512,1,1,1
428.2238@13.616752,71127,52802,49318,87669,1,67507,69985,71744,65419,58361,44154,1,1,60098,75241
720.3909@13.623834,49174,48666,53605,1,15296,1,19726,1,20866,30506,19478,44405,47868,42762,46914
360.2501@13.6234,2895812,2906218,2838492,1957060,1966749,1778872,1542821,1702042,1712545,1550498,1493388,1654447,826548,561698,752688
380.2918@13.632455,44285,79025,66037,59596,32328,44124,1,43323,29538,37840,1,54432,1,45228,1
374.266@13.622,162247,202985,206689,121593,108974,86251,83800,92904,95150,83714,67296,138011,54418,37916,61038
328.2612@13.634091,45042,41597,1,26569,30864,27564,37025,45267,1,27189,1,26451,26409,18289,1
506.3578@13.616917,139125,65703,67852,98699,65305,79499,87426,79315,92323,68295,1,50855,1,1,80880
378.2768@13.634067,88160,92017,82654,82958,87525,80642,101101,79248,82299,70985,61186,51609,127933,96039,129752
870.6431@13.638334,990268,918379,794994,126049,119578,103714,119131,137841,133060,320930,195749,273363,100154,104020,85526
412.2141@13.627858,59484,62070,59235,47749,46125,37212,32148,40899,37835,33863,16674,25216,22379,1,28444
896.6408@13.639334,249931,238167,212185,37814,32921,29417,34905,39983,41587,105150,76120,96172,29380,30320,22712
652.3948@13.644067,303193,248263,208137,71391,45315,55122,83095,92605,70906,229350,150220,160566,120300,106427,88712
706.4488@13.647065,74807,75195,63157,21184,21257,18143,26597,28387,27055,78366,63905,68501,47162,46576,42553
696.4021@13.647001,144671,119152,106685,1,47057,33793,56408,65757,55076,88513,48615,60442,37865,43607,32228
676.4397@13.6476,1149086,1099764,958298,427271,371237,357141,560827,507376,455771,1341511,722138,892237,931102,942681,853217
642.4144@13.651363,33393,32318,32753,1,1,1,20479,12234,18083,34499,1,31726,28791,25857,24097
702.4363@13.648267,140600,141454,120112,51649,43430,43739,59344,70199,62755,182989,117801,134683,120676,112923,99797
774.44@13.647924,68049,73240,82737,39631,38157,35030,55666,1,42439,1,73560,86590,68294,65537,60082
430.1877@13.630499,44132,34073,1,29180,20195,1,27692,20992,20646,1,1,17264,15981,16277,1
858.6421@13.651001,38330,36173,37656,10428,1,8699,1,9282,1,77009,75375,67622,9788,1,1
400.3184@13.654333,31130,24816,19763,26522,27365,28426,18174,19613,17781,23586,17676,26496,26852,21306,22278
514.3504@13.655462,46552,31949,43999,36198,18227,21527,30247,37222,35996,51860,33286,42160,1,1,33892
280.2397@13.7867,36571,6.94E+07,33533,1,1,3.97E+07,1,3.61E+07,1,3.36E+07,3.21E+07,1,2.03E+07,1.93E+07,1.94E+07
242.2244@13.657858,454118,469914,1,449269,492231,448035,361555,430167,437014,1069046,1530411,1199261,261260,237204,231134
644.4126@13.664308,72749,63799,1,33461,28711,20787,42239,44194,47455,93550,61204,62616,1,61759,34579
406.3079@13.6896925,8417,29662,22117,28225,24005,23173,22283,24289,1,29088,1,22056,22047,16336,20739
462.3339@13.6499,209298,185047,1,82652,151566,151073,157282,149340,1,164725,1,1,1,194976,152461
744.4617@13.653615,67942,58737,61468,1,22969,1,25928,25070,17857,61635,38225,57285,34521,59531,18387
392.294@13.7515,297462,1,18943,39612,53751,49937,190310,1,1,342648,1,281811,65445,1,52735
414.2982@13.680401,1614150,1638369,1505980,798996,754757,809694,1050114,982900,926108,1410991,1023589,1250450,1075898,1035111,953907
496.3007@13.679923,37791,34917,47127,24077,20157,32519,25294,23088,26252,33694,1,21971,1,38637,35454
520.3236@13.682001,286394,270489,261463,197472,177247,181194,215222,227638,227697,288217,213594,280209,216247,232610,214450
534.3392@13.684499,18135,17724,1,13577,13778,11369,1,1,18418,15692,1,18924,1,13562,13669
665.3872@13.682359,20420,1,18255,61504,31976,21905,30717,44520,50572,41154,84737,56699,28403,22260,30550
583.3846@13.677418,160746,247060,1,1,333960,1,301998,453347,504017,379731,1187184,636906,216431,234307,266943
476.322@13.693285,33669,39387,50129,36484,39707,30715,39726,39690,48255,46929,40913,48061,37682,1,31567
764.4182@13.6944,72899,55090,56421,1,1,1,27669,19725,24409,1,1,51461,35816,37233,35301
532.185@13.694667,13396,13924,16140,347642,362004,304009,179446,242373,239706,324392,634585,1132304,1,1,1
481.3168@13.698533,189136,334634,185490,429476,477827,289469,463995,786573,913417,581923,2499099,1397964,385720,370313,399608
428.2945@13.702665,18444,50126,18238,88050,93646,79521,52265,90382,114606,51457,233431,115050,28787,37149,46102
584.5015@13.699199,169871,510051,165361,445177,443656,490333,191075,314867,346380,163933,697615,266359,46694,69268,63019
920.6274@13.7019,28112,1,1,23597,24683,26342,26711,24520,26089,1,1,1,38640,41202,52075
292.2401@13.6994295,63607,63294,63090,28586,29544,22913,57581,58083,59428,38097,26855,37410,1,17986,15465
668.5406@13.703001,23733,182297,22242,506162,467691,640723,177863,414585,526831,166590,2255684,387389,45688,98063,94911
500.3345@13.6978655,270544,258824,152142,116400,113317,124970,170024,163819,168926,208915,137410,208968,132303,161705,157966
366.2539@13.632334,73628,43732,76912,96922,83106,112131,56109,78683,77431,33758,188012,77280,161995,32610,198767
532.3035@13.705334,10813,23851,1,46534,42965,40211,36537,35206,41160,1,1,31357,18206,25746,23985
432.3223@13.703643,97840,93383,87772,92090,94862,102237,65367,84534,93484,101348,1,115460,102134,106426,94894
444.2884@13.704132,83684,199511,81764,303214,288594,295339,196584,273439,281777,198386,285656,245072,115351,153239,166136
400.2278@13.699533,96964,92577,74511,107432,91854,95361,35638,37031,38532,40765,23104,42710,55800,50849,53053
438.3342@13.751831,74907,1,54259,48290,327872,60159,108807,1,34816,1,40861,60033,114561,366902,142854
658.3933@13.6944,269017,270976,179887,74733,77448,91473,106151,113780,128276,145977,130630,239351,189709,121707,162441
964.6529@13.707899,43349,49515,41909,37339,34255,36328,35168,1,1,1,1,1,45698,46155,48037
426.3365@13.7038,28245,24198,28427,35878,36365,31571,34993,28013,34165,47412,40011,42902,37298,38595,30136
506.3061@13.706002,11420,25524,12914,58999,47289,45646,29123,41506,44752,28726,32652,28203,17482,26199,30933
458.3037@13.70746,32190,97732,1,95046,81982,73068,64081,82066,92623,69320,134143,63170,29463,42316,1
372.1966@13.706666,174744,136213,147643,149869,147359,157451,137611,125333,121239,117695,65691,94069,169380,163180,136106
300.2662@13.713267,50383,53759,47491,21549,20706,20498,28781,37564,38368,27147,43636,36613,29183,29307,28554
774.457@13.716666,131409,126076,85062,77622,63201,62132,114287,124527,97289,323996,118359,116684,121226,147696,123851
390.2974@13.704534,659372,1720585,808641,3233315,3245087,3839084,1787119,2942463,3244190,1626578,6497461,2072117,1253892,1841405,1547869
730.4498@13.7143345,946409,893917,685362,582474,481874,496987,772754,727986,696972,1790377,1085715,928087,868033,1009264,828897
572.5013@13.714427,74061,224691,74074,284945,299067,343287,112806,208948,249746,227191,1222654,355705,1,52014,50946
1008.6789@13.714998,56509,1,45302,40198,44631,40233,46863,39034,36338,37193,1,22913,56233,59077,53642
812.4527@13.715384,33438,31848,27529,18885,1,14987,25360,18492,17263,60287,10837,1,32175,40123,36321
818.4649@13.714665,69734,64683,51050,51998,37319,34883,69667,72618,66874,167489,87033,78143,69814,94931,71972
686.4238@13.718333,186820,172930,177638,137871,131932,146831,188434,184298,188126,196437,126440,164862,142640,142424,139793
567.3896@13.717667,145869,170223,169283,99793,163688,145787,114618,178845,167494,141540,322512,449483,112178,91475,104897
1052.7054@13.720285,43636,37790,40970,37997,42139,39203,42271,34536,33752,29726,1,20350,54746,50021,51823
426.2074@13.712535,59307,57252,54312,64707,69482,64772,77413,78086,64819,43877,19127,39195,47169,52393,44625
324.2274@13.728143,37483,48121,39821,40316,29644,30261,20340,25290,23844,36482,25176,33672,13872,1,14446
348.2497@13.7297325,401559,399185,381610,223199,223393,213074,152869,242911,184233,305676,313540,347314,136815,105908,106283
242.2245@13.729001,1945075,2025874,2263012,1184731,1212968,1197926,817249,951097,1016536,1577751,1935713,1749328,585089,551857,497370
286.2507@13.729265,19464,18747,23086,22123,23049,23687,31996,35984,34654,32661,48339,33526,105871,35263,26955
1140.7574@13.733846,35407,28295,30651,29600,30027,29587,29631,28512,24525,22167,1,1,43328,44521,41290
412.3181@13.736384,46774,40807,35071,36799,1,32860,33361,53128,30184,45489,23390,32167,1,35941,33211
802.507@13.731867,134223,113242,106764,55593,52053,50207,76812,70724,66473,135127,59718,71715,88971,94792,78794
404.2926@13.731334,59910,1,96290,44060,44293,45701,50231,41305,42647,22293,1,1,47866,51642,53612
1184.784@13.739229,27986,21803,24746,23241,25132,26497,26231,21687,21266,14269,1,1,36216,37112,33258
484.3761@13.740999,336760,272537,326833,268388,283960,307449,315901,299480,287322,409574,171552,308793,1,248031,248054
468.3806@13.737935,109954,107090,165584,116227,99001,96347,102709,105268,135436,127967,50294,103182,78313,92958,79932
1228.8094@13.745544,20669,1,15835,18818,17554,20389,19630,17442,14092,1,1,1,27594,29395,26280
458.3602@13.746467,65753,65724,49034,54616,63266,72436,76839,65570,44238,111644,56398,105564,47536,52577,63474
448.3185@13.745692,41187,66002,35374,38401,31209,46773,39611,40859,35836,51955,1,1,34169,31953,33572
586.3723@13.750999,65038,59469,47498,1,18620,20394,29034,1,1,27395,1,1,54963,36944,48094
442.3655@13.747801,27669,30880,34001,39101,34953,35416,40360,36566,32481,63810,26521,49574,44877,35234,30404
616.3995@13.760462,23095,18998,14545,1,1,10448,12535,16487,13442,22264,11737,16824,17982,18242,20362
665.3871@13.765539,23211,31680,20537,36223,62313,45629,63039,81293,97327,84106,97297,120663,71736,1,1
572.3919@13.763934,131232,113149,108715,61298,72466,71322,101342,92976,88196,142009,77509,113572,108681,127567,109224
583.3851@13.775066,607550,934486,394727,1712373,1680398,1260757,1654194,2387288,2852617,2264944,6387838,4276584,1379371,1652897,1733709
410.2658@13.781401,714263,793331,754251,1492475,1511750,1514652,1611812,1702304,1781208,1430670,1660231,1474454,1523966,1512237,1516978
