sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
1106.7476@13.772,18977,44362,1,115812,136901,57060,108114,284376,300363,253086,1292182,763993,87487,125746,148304
434.2655@13.785334,310725,359467,343521,454884,469025,454143,593708,637717,601647,517731,562631,491643,612229,594323,591143
424.2811@13.7894,76192,84883,89989,182764,155417,148507,167656,183518,174694,150926,163637,145083,153323,146135,147411
1225.2408@13.784801,45255,51907,43448,63777,67250,64364,75558,77356,79805,57154,97291,74630,57765,56357,59106
366.2577@13.776667,65702,53843,65957,596342,120211,110645,117677,111615,107213,92121,96809,87793,93344,86733,83806
480.2694@13.78923,29216,1,34613,48917,35355,36475,40416,34958,31248,26766,1,18594,49869,43844,35353
1249.2412@13.79,24117,29314,27852,18406,19391,19655,27768,34817,30417,23157,40178,27758,25409,25604,26431
448.2809@13.790848,63235,53303,70353,1,1,57881,63790,74629,71716,59255,52313,57899,74086,60091,66127
505.2258@13.791428,13275,14813,10229,12964,20251,16275,18686,19779,18982,14391,23158,18216,1,10063,10488
632.48@13.791467,501757,507572,504688,280230,308235,278620,440919,487929,453780,258204,496137,309643,259495,227026,233541
1350.966@13.789068,33246,60152,22848,87059,98089,50066,90501,157879,175216,99559,264794,189599,37212,46562,53430
827.6035@13.791734,346968,460643,307185,500677,533476,370912,512971,665119,654529,421633,732676,601641,269586,266716,291100
340.217@13.796065,250903,216829,239788,215720,199957,192345,203337,192198,167358,137853,114504,113953,116807,106488,103252
328.2395@13.795065,8669010,9037452,8831864,4759622,4874357,4554459,6501145,7070447,6762206,4872780,7581438,5326165,5198927,4594884,4908207
654.4622@13.794532,325836,336459,281310,124592,139127,123786,148080,216919,192021,94227,30947,42132,87524,105045,109630
364.217@13.799266,195315,178984,176424,92872,89185,84286,103176,100924,84240,77390,57460,56602,64749,53659,58082
968.638@13.792999,39365,37432,31160,1,1,19335,32570,34972,31796,26982,1,32644,19277,1,1
1374.9658@13.793799,27682,48736,20880,30917,34548,18488,39427,69355,70593,36879,97741,67362,15817,18314,20536
1129.8246@13.800534,30660,35059,29127,42447,41868,36239,37263,41617,33783,29635,18734,23718,19205,17294,18542
851.6034@13.796466,272544,344378,236572,170255,179052,124460,213359,273525,265141,160914,275660,210013,111288,111191,116970
678.4617@13.797928,65364,70553,76198,13256,15851,14130,23334,25515,24332,9744,1,10143,14314,14331,13752
1153.825@13.796153,31502,36707,28497,28159,27705,22870,29038,32273,29484,15983,1,1,12517,13873,14809
944.6399@13.798155,49737,54046,1,46781,38076,27664,39191,36161,31627,31663,37465,32752,21422,1,17152
584.4798@13.800934,487684,441461,468866,315279,357599,307477,325483,322340,308377,256999,286917,272954,155803,141998,141756
606.4618@13.802465,246039,254092,255147,200338,215046,203048,195375,192665,182329,143275,75919,122714,109431,104638,105322
636.3866@13.8035,29346,20531,29522,25564,21920,29904,1,1,1,14194,1,1,27793,30909,24728
630.4621@13.797531,269838,258851,272494,157033,165545,161773,186518,185957,167613,105822,65916,98535,107337,92079,97633
885.6061@13.813399,30707,41057,23251,57454,52460,38243,47914,55751,59750,55102,54836,57694,39914,40893,40832
1326.9657@13.803667,61759,114891,42772,134459,144855,79423,121487,206022,242156,177679,418339,362028,56504,67057,71509
920.6391@13.805693,60370,42074,33572,47288,39248,31413,41934,39939,1,33125,1,23301,24691,17809,17140
902.6639@13.808901,38284,33808,40824,27615,24973,28229,24256,18911,16837,15983,1,1,1,1,1
803.6038@13.8098,844785,1127755,720114,931796,987757,713748,790336,1036186,1096826,915486,1249656,1247895,410935,445385,468178
995.6175@13.810819,21873,24402,1,1,16600,1,1,23582,23921,38735,22558,38482,40766,46550,46978
1267.8275@13.817749,29376,29790,23134,1,1,1,25367,28329,27655,49063,30988,33177,19445,24863,20959
316.2169@13.813356,506680,451335,464711,207784,204910,193165,167888,159164,141628,142478,1,113207,78890,69478,66883
414.2599@13.805357,48901,52353,62624,59735,53040,56805,52391,53653,67911,45773,20851,39091,1,53071,58755
643.4053@13.808461,68826,56328,39412,56913,43760,28165,40553,35437,1,35286,22387,1,31685,27174,23768
1105.8248@13.815466,59710,76696,48698,65590,62447,51117,50059,54657,50957,51307,24632,42809,21881,18783,22139
392.27@13.8220005,31780,50110,1,62137,77651,60573,55996,86674,147470,76131,173746,1,37781,46556,43939
456.2693@13.82193,132228,107366,1,153668,112574,110976,138194,92166,100910,88202,41082,57655,81361,74729,85599
664.4636@13.820538,34371,25169,34758,19761,25225,23740,21189,20187,13696,13181,1,1,16163,13767,14025
582.4621@13.8188,528135,494544,529449,315642,301184,305468,220832,231193,215952,219706,93623,167022,118589,120530,123499
884.6835@13.8178,72697,62225,73573,34712,33678,35749,22406,19371,13754,15239,1,1,1,1,1
1201.2408@13.822801,222083,239165,227999,156492,159632,153820,138108,146251,142712,140844,145971,150042,93155,95986,93515
394.3079@13.828598,251551,202203,206513,203815,147459,195052,162947,184087,154927,190244,105769,174388,258341,214866,190305
481.2261@13.81782,79473,81710,74841,42084,47008,42494,1,47445,43436,35963,44056,45274,1,1,1
602.4388@13.822901,31425,47373,34417,22587,31129,31122,1,22062,30736,24769,1,26905,1,1,1
896.6407@13.820856,70909,1,54455,49750,46589,24293,41068,29727,25606,48886,42088,31813,21350,16616,16059
672.4088@13.833934,145127,96054,125426,44292,55199,50014,80339,65887,76232,78781,72709,144743,140803,133179,135701
362.2434@13.8250675,213855,199070,200933,185441,205980,189095,196699,148805,140840,132398,34868,134470,123520,95143,138247
396.2682@13.817385,32760,40038,1,30144,28671,28450,24049,30696,33091,21864,19686,1,15134,17028,18087
636.5325@13.825934,149376,236143,129112,187979,248853,158232,135350,250277,375077,205938,858993,602799,77030,83526,91432
376.2279@13.825429,159762,179627,1,119542,119953,128582,107120,97774,95836,100732,61993,91392,79471,74032,67142
658.4457@13.8243,55577,46215,55237,40050,35969,1,39638,31359,32006,1,1,1,1,24206,24906
744.4652@13.840532,387433,348919,309623,243405,231945,235553,384309,345046,314430,762489,401267,430275,520223,567205,500256
416.3136@13.830785,45545,73146,1,99218,133519,91059,79499,180155,225090,123269,804556,456526,84065,86616,100269
342.2585@13.828666,2227668,2259901,2305446,1722731,1788954,1686380,1492307,1508630,1532206,1561566,1366658,1502095,1113882,1111040,1052096
472.2493@13.830201,337150,266157,272874,187519,190045,202992,279662,221396,196902,368881,172036,269354,763129,683778,612712
440.2936@13.834073,51981,39959,46313,47546,27588,37971,62729,30498,19991,28134,17130,27527,30384,49835,1
420.2359@13.838909,52274,49008,52457,30442,1,1,27875,1,29099,33227,1,17931,22548,22669,21610
390.2442@13.830601,108536,123310,111078,78377,92961,91750,77596,76730,74449,78637,62684,70222,58085,58487,53218
546.3769@13.827573,42242,41098,37953,31886,28953,31554,24345,27453,27925,30062,1,36559,24621,19999,24309
788.4729@13.847532,42762,40057,30440,31222,32506,34711,61124,53033,49012,105968,63389,65867,86760,91354,79318
400.2811@13.834572,261112,343409,289794,256279,250473,259811,187698,211966,224585,241929,235886,1,157741,167600,169042
486.3915@13.846134,167233,156102,123867,153496,126406,142423,148071,132265,143607,173350,102804,204335,216763,180795,188450
386.2657@13.837132,3304832,3450033,3187475,2957301,2852414,2795513,2698353,2686162,2540801,2697904,2349784,2620691,2208002,2029952,1946961
548.4803@13.855299,233498,244323,244556,72163,73103,61722,33434,1,39309,1,47583,47202,1,1,1
624.5321@13.852699,17010,47060,1,50512,52059,56981,22662,42006,47665,1,61073,24754,1,1,1
722.4224@13.860786,22354,26138,26815,19337,22405,22747,33811,25305,24766,23097,1,16776,19625,19284,15542
1167.6464@13.862534,28823,36474,22562,34998,35849,26076,32691,47292,44785,47030,73709,68515,24485,29469,27942
807.4791@13.863534,30770,38553,25603,39348,40282,29800,36248,51256,56973,51673,81757,77770,32282,35088,35957
268.2405@13.865665,1833419,1877767,2008579,1208154,1247044,1153301,703808,820561,855965,915933,974266,974241,457134,452523,444754
700.4394@13.866866,626780,540478,519707,504554,500448,490157,778959,738309,724478,771775,518485,616100,641027,656025,593511
532.374@13.873922,115852,110776,1,55032,1,163539,39136,48965,84237,90082,48612,62809,167129,79041,58963
374.2656@13.868,200724,228133,197142,180513,183997,178588,104651,142735,144183,142454,1,1,1,69360,75773
616.209@13.869266,89289,89390,83999,70927,72726,69922,80441,69500,65916,67500,47034,62916,63724,66514,64661
1162.4778@13.873201,30835,33283,23609,18084,17090,17284,20365,16596,73254,25847,45636,19227,26543,28145,25312
580.2319@13.8724,197596,214340,209992,159659,161488,162983,163107,159475,149999,156843,117450,142139,159242,177439,165922
896.3735@13.874615,48664,36258,34486,30093,24419,27995,34527,22284,1,43108,1,28947,43742,44923,30412
1227.5334@13.874167,66446,63298,1,33203,27898,29174,34657,27796,1,54152,1,35878,49079,54598,45608
1165.497@13.874847,94169,89768,60924,54369,43596,39548,52899,39814,1,95256,1,54928,85553,77759,64869
864.3469@13.874,100036,107652,84736,57450,70550,72992,60577,77254,60454,38469,34054,78461,36869,114827,101197
960.425@13.8743,26882,28343,18753,11002,1,1,15560,1,1,19843,1,11508,20588,20696,16299
390.179@13.8737335,74530,82290,76481,59703,69206,64954,70014,71953,68816,72667,56618,72740,82643,88449,85192
974.4418@13.873572,45154,46035,28011,26232,20394,19898,21819,19896,17152,36898,1,23585,35239,35490,29318
712.1833@13.871266,48812,35266,22117,36951,24206,17379,40266,27023,21906,38241,21201,20039,34682,27572,21579
734.3157@13.873936,134643,141020,104120,86277,82311,76050,93024,85089,73899,117572,56104,85236,119680,121269,104876
706.3205@13.874468,74333,77478,56498,50786,50947,46036,56742,51515,44564,63214,34213,54135,69423,69846,53830
376.1634@13.874667,107673,122461,109594,82962,88987,94272,96195,98348,92286,110142,73051,103758,115040,133115,128022
612.2578@13.874132,272541,278537,231566,198771,191492,193112,199141,191630,163651,240825,162621,190716,259170,262371,243354
314.1275@13.8746,99994,126948,101707,99254,75653,84564,88869,79813,79828,138858,66200,90681,99633,103327,102687
332.1376@13.875455,26074,27254,22419,21536,1,1,22702,1,19007,26548,1,22179,26506,29713,29269
362.1476@13.8738575,28581,31576,1,19525,18616,23254,20701,19894,22364,24339,14971,22485,27443,28885,29919
644.2844@13.874867,1222734,1223289,1000297,916266,855143,857594,979739,863485,771764,1185715,575192,955233,1222350,1261127,1122893
676.3075@13.874728,20499,18703,1,15195,1,1,16257,13836,11724,21791,1,16338,18031,19677,16621
600.2944@13.876134,153442,171125,155705,141659,145079,151612,149702,141556,139063,160737,92103,133346,178565,192867,167976
346.1527@13.874572,85070,82353,47750,62768,51439,17981,72488,59377,48392,78805,35213,59588,85871,86533,1
630.2686@13.875735,350757,340884,267695,261109,242953,237018,284081,249976,212730,322574,162600,249728,364203,344687,308572
316.142@13.877287,73057,69067,62593,57538,57751,57978,61393,57201,50780,73822,1,58062,76394,77539,66669
284.1164@13.875934,1628455,1712510,1579330,1314423,1443690,1413189,1416111,1421992,1351405,1684984,1242543,1547055,1622338,1740721,1606391
658.2635@13.876001,82602,71745,80747,59270,43109,54019,65058,61960,48664,67853,32803,56870,59693,78347,51528
536.2423@13.874202,86588,78776,85877,71360,68766,72024,74522,66039,64659,72895,47228,62428,78035,82218,74180
539.2265@13.875,22155,37507,26922,21005,25206,25319,24389,15399,20527,19109,18599,29753,28512,30798,32736
418.3082@13.876333,421889,390906,379740,346300,251976,329985,254408,312342,310898,400731,266280,311195,356812,445725,403062
598.2436@13.8768,61715,68099,60596,57800,50541,54543,54403,51314,47838,65496,33804,48810,70333,68642,63362
582.2474@13.8766165,650974,635433,455790,503136,445231,428269,533590,466168,1,748485,1,537377,748114,709830,631901
762.3104@13.875733,61239,66844,44546,43517,33380,35937,50417,38486,29869,52187,26757,37467,58989,52890,46335
666.2651@13.879734,63851,65197,62394,60743,57163,60524,62138,52159,47858,55934,22137,40297,65740,68207,61801
477.1902@13.876401,36863,39122,31003,45806,26987,37170,31516,41983,37795,36020,23926,33185,35367,36288,36835
586.2761@13.878,37938,34255,35650,28856,31101,27256,32442,30059,25457,38648,21027,32620,43532,44984,34306
328.1425@13.877429,80570,1,72043,68341,67834,70707,75226,65635,65182,88958,52734,70847,85720,91713,87706
604.2292@13.881072,64971,81217,44881,62287,50565,37764,63653,60671,1,64462,27469,41340,64077,48140,65274
330.1579@13.879199,96123,95881,39417,45987,40962,43560,82018,47144,39275,112689,32526,45440,62016,110302,56416
298.1319@13.878799,379140,366619,322397,345521,318563,316108,349273,328741,285331,459355,225442,354513,456416,495890,427732
254.1419@13.879,149428,134263,126992,132057,126524,132550,136087,126449,119569,176653,95768,134567,182106,189706,168481
583.2506@13.878601,381987,366280,292325,334237,305487,291544,336484,304851,261726,489700,232492,360025,469165,411648,398420
270.1366@13.878182,34625,30329,27106,25011,1,27109,32019,1,26931,32051,1,31482,1,40043,34588
428.3137@13.887214,183541,144324,145318,1,62428,71543,119303,118157,127408,171597,136053,153125,109736,125455,119073
510.3915@13.885533,428046,381462,441568,293941,305300,324004,334682,302267,306618,317769,248234,335099,334559,354532,312293
465.3223@13.895801,111386,172732,122974,90646,147328,99227,98705,164969,213712,99094,800353,696312,63404,42890,61509
450.3341@13.8873625,40870,35732,46735,22375,51663,1,1,51619,62740,1,1,73892,35545,32600,24105
484.3759@13.900309,132398,122566,112298,78783,124000,83905,114303,102164,104065,66336,46668,55127,86516,1,1
552.4016@13.893199,70103,39859,1,35005,1,1,39167,1,48126,42675,37400,49485,1,65584,35536
1110.746@13.895273,15676,1,16385,23658,21012,1,21367,19629,22738,1,72195,1,27139,28812,26771
406.3084@13.8808,169315,92814,130475,48518,64748,72329,63689,61964,52544,86205,50890,60368,84124,81281,76378
398.2127@13.896215,45297,39494,48345,41510,40093,47898,48900,44870,44348,38974,1,38360,83653,80120,80514
609.4@13.906501,18483,22212,1,24564,28676,23133,1,42217,55512,40375,134938,77417,23883,1,33182
466.3656@13.909267,386523,374287,308540,444156,427317,546453,451722,456994,424727,723230,358103,637886,431730,348305,384830
470.3959@13.909858,59785,59298,58895,55265,59696,74420,70396,64640,71217,90547,1,73784,76719,69018,67209
400.2281@13.907667,238767,208251,195555,147117,144104,144325,168090,164409,146578,123377,108054,109723,201560,201348,184084
462.3339@13.918786,157100,159078,180803,177030,195112,180190,148628,155718,185747,188892,149345,165162,1,221413,204368
326.2456@13.914933,23670,48636,41301,43821,32100,65644,24444,38432,47075,19071,83927,46204,94412,34841,72866
442.3082@13.921143,51779,51021,36367,40524,67586,70641,54429,1,45409,48972,56274,26709,53863,46396,60417
600.3873@13.9252,74322,58674,80969,29405,34374,30796,56661,44925,40580,72132,45575,73097,70118,70959,58741
478.35@13.926454,28618,1,31074,28957,37259,32111,43646,39847,1,1,1,22065,40534,48965,22096
404.3136@13.930334,16678,74981,26677,164091,208006,225258,159979,147347,209696,25103,182906,44317,57362,145602,143697
416.3284@13.929001,76511,79004,69354,82729,89215,82891,73740,73744,72577,72015,1,1,82187,72741,76605
672.4436@13.931867,67074,63316,58931,34723,35194,27796,52634,47748,52644,83018,54204,68315,68780,77912,63671
432.3238@13.928134,405204,331429,383712,346394,235247,351625,102630,353151,353161,256861,252794,323641,443091,429417,352677
452.35@13.9352865,92223,98391,1,119160,122666,120553,137240,127005,92934,172958,59160,145041,90018,124046,83540
522.3627@13.930699,51805,1,45675,1,38541,46353,48133,45252,44238,46056,1,1,38584,1,41770
586.4072@13.935785,58105,62006,52311,32368,30391,28023,53511,41501,53820,71637,42945,67026,1,51838,53927
846.4962@13.951142,37255,41098,32651,22594,1,32153,66090,48753,53548,127945,33998,70245,95920,112457,98451
436.2814@13.941201,212750,199906,222366,109515,120065,103126,160899,160094,146526,110012,159275,131260,105163,102301,101256
600.5327@13.94657,18357,63446,22035,121957,119932,118996,62908,103261,107547,23337,155153,36712,1,31513,36647
330.2557@13.948798,4506926,3381394,3419751,1493539,1405776,1322428,2524310,1907209,1877945,1034514,1636875,1223550,1225366,924514,1260671
440.3499@13.955899,155573,153237,1,1,1,123819,187275,154462,154234,1,87898,1,213573,196883,221426
499.2964@13.937799,1187776,1014076,1001007,973321,1035907,1044385,1046533,961207,955216,15652,659970,942203,2156164,2123418,1971327
608.4767@13.956091,89141,100708,132107,28302,58631,32462,39521,43672,46361,1,56236,41107,1,1,1
386.3394@13.964732,43752,56678,65866,45373,44089,38250,86610,81384,76698,47682,24855,38862,62204,62780,56792
802.4886@13.962934,127322,113337,93210,71027,61903,68293,134022,107889,107846,264845,141189,138932,181077,219005,180468
779.6034@13.965733,41781,64870,35303,68295,70781,43986,52038,89663,96433,64154,363842,156252,25534,27791,28433
420.2453@13.972,96756,19352,1,1,1,99520,126585,47966,1,40651,13395,104990,101386,138071,41194
366.2428@13.971267,163653,141076,140358,125083,109305,110153,119130,133233,94524,101901,119606,97337,90337,86267,83204
758.4816@13.966465,1095297,995324,820741,672024,570014,576373,1052565,905208,863318,2143571,1128620,1116959,1293811,1467345,1265880
