Sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
520.2019@9.764,29619,26615,31668,18794,21189,19068,19531,16576,20827,15474,1,14717,14149,15627,14810
422.2413@9.764867,202532,185355,198281,171337,149651,161744,157882,151268,169325,129379,78324,113763,122561,135995,27286
362.2088@9.765933,885099,750546,832153,558780,515330,495681,493056,488622,619348,518271,259268,418284,522705,517648,478448
300.1934@9.7654,115939,105105,99405,46532,40292,39435,65381,60943,64534,82508,60613,80549,70091,68787,70854
304.188@9.777273,252436,228093,237629,14350,1,1,1,1,78202,246193,202051,252217,223877,255939,239175
286.1774@9.78023,87737,77746,71602,1,21219,22721,20064,21567,1,76896,64783,77121,70605,76039,65653
346.2138@9.7945,38669,31559,36068,28080,27816,25821,38995,38775,38767,1,17596,25697,42471,37907,39586
638.2266@9.790143,23574,22543,32173,20377,18847,18750,22667,20916,31926,21815,1,20739,26197,32377,29316
426.1856@9.792307,23577,35932,47246,14098,16122,1,18877,17559,20443,22604,1,23394,21220,32693,16525
412.1702@9.856833,44905,38272,25278,27987,1,19666,24410,17347,17297,74000,39346,24367,27933,1,1
229.1672@9.856934,53309,45059,61972,68447,52134,72574,60065,52657,64370,57377,50506,62533,61455,69194,67752
548.2595@9.860134,51849,48397,52113,20128,17677,20635,23573,20718,25348,22750,14440,21388,21957,27631,22178
504.2337@9.855166,33630,26887,18476,1,1,1,14009,25201,36978,24733,20607,25059,27239,30263,35574
470.3084@9.881923,179860,155159,1,128885,123930,130305,147616,137791,124892,1,86320,97704,169904,178710,170000
550.2021@9.880199,38388,28526,34784,38157,31227,36367,16834,16104,17949,20067,15190,21584,22790,23853,21459
304.1881@9.929084,66845,1213182,40428,35523,458802,1,1,1,589987,114885,75808,63872,1341166,1712770,75867
349.2459@9.937728,41786,57927,1,1,27376,1,30868,29651,1,101237,55084,54848,53611,47997,46337
326.1701@9.9369,1265656,1,860006,613953,1,475070,633032,554577,1,2491989,1470544,1337151,1,1,1397490
286.1775@9.939067,710781,672503,457120,369702,291135,257349,389962,342402,311410,1574360,893871,788501,783180,915456,812409
402.1561@9.938,56069,53651,42612,29940,23822,21255,32937,28335,29809,120306,79072,63667,58466,91298,62370
373.1047@9.945182,48936,45800,37508,20719,18101,1,1,1,1,43975,33613,28853,39162,37644,38663
238.0233@9.945144,113468,127418,109967,79372,168402,92799,94712,108969,87209,81758,1,35421,108741,74361,59367
358.1373@9.947333,150200,143186,111921,73416,62721,65972,93741,80263,98313,150240,110481,110462,100906,135834,105567
260.162@9.948533,2281204,1982583,1842781,929891,717306,818161,1172364,1068020,1170731,2022056,1352518,1436935,1375294,1647879,1495540
396.272@9.952615,156604,123592,150026,112033,125157,129347,129130,120710,117237,1,1,88327,154124,166071,149775
242.1512@9.948334,634841,623486,497672,253213,219009,239229,339627,323528,320411,623772,403413,439082,445042,482303,449696
352.1781@9.956215,175056,1,172394,224072,212257,245100,252817,224082,223919,65444,52901,33439,64457,69196,64566
244.0709@9.965076,30579,42194,62686,36516,41739,61631,38561,39464,40465,44126,34639,30765,1,40309,1
300.1934@9.963643,102888,100158,95702,46207,41897,37312,49714,1,40913,191234,138666,180837,154937,162816,161482
184.109@9.953092,62648,60177,1,1,48276,1,34373,32371,37989,70695,44167,44227,49277,51974,1
318.2038@9.962599,64559,192695,202807,85097,84441,88116,44561,88273,89079,317329,219987,284466,244904,271326,247438
314.1097@9.975082,1,1,1,35535,45698,39804,49098,54638,54256,34370,36298,36236,38239,39011,35150
233.1621@9.977273,50825,47034,51438,25200,1,24094,33787,30190,31677,1,1,23249,20029,1,18328
198.1251@9.976267,291756,247150,270801,124398,114595,116079,160882,159453,162973,129720,98775,123483,111308,110457,95641
202.12@9.976461,404131,335634,493355,1,63769,41145,41085,33353,27166,22098,1,257947,130639,106576,129816
272.1618@10.001067,54585,48502,120004,47726,45129,35785,49852,61233,61054,28472,58524,61307,66093,81562,73558
463.2107@10.036699,1,1,1,17249,15203,19010,15033,14969,1,20881,20526,23365,1,19318,20462
368.1444@10.111285,39244,22085,1,17686,17635,20681,18803,18845,29678,16688,20321,18074,38269,49415,41388
668.235@10.060927,19569,20353,18805,21374,19686,24817,19645,19901,17247,10299,1,12466,15461,15239,21498
533.1126@10.059999,87259,70195,77407,66260,62343,62486,49963,46517,44567,31195,18264,25823,42928,49076,48845
524.163@10.060332,124303,112434,128548,104510,103098,122759,74520,79753,97017,61458,40308,60738,79701,92554,80643
254.1151@10.060533,211844,189463,193005,165358,166949,165027,145784,148332,143501,105390,83308,132543,137504,149437,135912
353.0344@10.060732,164444,134850,153057,136411,132404,136756,118495,113638,116584,93583,75741,86143,112051,127879,119926
773.2116@10.060134,131940,104940,86800,99803,90690,94109,67272,48010,61095,34977,15003,31859,44397,44259,57997
518.1468@10.060929,100785,106862,452965,381004,372794,398772,61527,247819,278613,1,36132,42287,56615,66966,56567
532.1917@10.060572,78861,65683,79070,57688,53252,64931,35672,31100,38379,17989,1,19243,28392,53021,30879
278.0499@10.061309,89796,78750,109720,96005,84136,123317,84650,72388,92669,59502,1,34775,63017,1,67370
284.0626@10.061999,29898,35628,41440,40952,34664,35376,35743,36623,28923,34775,26814,53048,27067,31572,31056
222.0884@10.060467,4607514,4207732,4293819,4009214,3907640,3978426,3223544,3133291,3240851,2377399,1769431,2288738,3014270,3120570,3026205
180.0783@10.060467,1004966,914866,945392,838862,828180,865325,706793,666894,727578,514886,401659,520947,657634,708383,661251
240.0995@10.060399,9285928,7855769,7875002,7075722,6436312,7205493,5679383,5010963,5447982,3935415,2837981,3836619,4926485,5610020,5226355
758.2459@10.060467,111122,96393,127200,92806,86449,91053,63866,72622,65772,38472,67352,147426,70474,70655,61249
228.1357@10.061866,679215,605187,590074,342657,309278,273919,437045,453997,585082,1215397,436045,199918,1045031,1574893,1040324
413.0663@10.062133,60939,54865,60361,66497,60020,49866,58034,53924,52714,44616,39864,40257,54913,56719,54327
316.0905@10.061999,20670,20652,24758,17797,1,22444,14127,1,408739,1,240029,306957,1,391006,1
593.1443@10.061267,71025,59060,52152,61643,57761,58252,51688,46123,45406,32854,26184,28863,47095,43748,46707
536.1189@10.060786,49517,30161,46623,33038,25240,30615,23713,19772,21696,13225,1,14362,20896,20742,22404
356.042@10.061,81681,72353,74558,61669,66244,68913,55521,56453,63899,43090,33140,38685,55737,55496,57428
490.2177@10.060733,181808,136709,148929,71421,67476,71613,76277,77307,110882,152119,49758,31212,158710,271768,167773
270.1105@10.062399,486990,493968,451074,105489,374110,464377,378816,361571,383858,268645,220185,263278,348080,346637,333973
262.1519@10.0601,1,60077,57206,1,45241,50130,1,32350,1,29057,23110,25008,32422,38509,1
428.135@10.062333,51259,55248,61530,60243,54678,68565,59707,55347,61599,46720,42082,52145,59228,54170,67309
238.0835@10.062734,240880,228315,247698,182839,203802,197984,160312,151397,161910,104537,79410,104006,133108,147909,140379
256.0934@10.062213,156825,130874,177429,134572,131124,110037,85127,79928,85894,29304,1,63704,64517,32680,92579
288.168@10.0626,147684,136747,125203,67878,61359,61320,124040,89716,82378,308369,93752,44996,210399,222408,271440
280.1299@10.088307,37514,30666,31430,33061,30148,34904,21245,21400,24702,1,1,29902,26661,30368,27149
272.1619@10.0882,100356,265941,83178,94269,37692,34216,129524,34175,118667,64389,124317,56225,50760,167189,154442
213.1725@10.086468,115341,133211,90734,106172,135667,144821,106350,105236,129457,120294,134486,123516,136729,95086,134435
382.1597@10.138637,46260,1,43311,16770,15317,1,23222,18094,1,1,11971,13131,11102,15346,11723
329.2563@10.099534,188176,165948,179454,167301,163960,159033,191389,181935,187104,169872,107842,147234,61316,60167,59556
372.2122@10.112083,50906,42639,46415,1,16878,17240,24214,22293,15951,1,1,20250,23932,23246,30609
542.2719@10.11377,18592,16322,15212,17961,15842,1,13081,11701,14776,26863,1,13719,17185,15893,17767
324.0977@10.111928,91890,86000,96650,74230,62367,81546,33128,43425,30727,31632,22658,36206,35340,1,39667
226.1503@10.141466,89222,182380,89366,14461,56329,66203,57166,41781,20538,36916,28621,66784,134219,109087,45898
564.2543@10.166071,57983,53648,57610,16829,18855,26505,33433,33854,38748,1,17615,37121,41947,43561,36943
260.162@10.174999,786781,511881,740407,65394,129310,142680,49829,85907,168144,109676,189763,408637,367746,387824,337804
340.1857@10.183084,8859,24261,23518,11960,1,1,1,15906,15123,35851,21836,31566,19411,28422,26046
157.146@10.190266,316894,232456,286165,317056,290138,289032,297778,388571,258238,166346,272802,411871,157526,150177,286272
776.6858@10.198334,126902,99090,107663,113874,104398,112864,101547,101494,108944,102718,73404,104076,101354,108317,107977
400.2096@10.216461,47188,42333,49614,14737,1,1,32478,19618,26508,37036,24627,25268,24269,28184,26657
360.1773@10.2141,55593,50872,58075,23515,1,22975,30902,32693,34089,22360,1,18294,1,1,1
368.1802@10.110833,28749,15383,1,17785,14081,16091,26572,1,13081,1,14021,18712,16356,14013,26120
252.1333@10.216917,52887,39653,49123,14481,1,1,21677,1,21776,26173,19932,25949,22197,18596,23108
440.2387@10.224899,27190,24609,23639,1,1,1,1,15569,12874,20055,1,12696,16778,18709,16535
286.1098@10.234546,31617,36924,38425,23657,1,1,21104,21313,22884,21687,20392,22110,1,1,17712
210.123@10.2345,196485,151037,1,91689,91529,100482,113973,109129,1,1,81260,107393,67403,74749,76744
346.1375@10.236571,41065,31518,31348,18187,18959,17957,17781,19703,19938,24251,18324,17850,1,21828,24668
254.151@10.244,167505,156362,177008,83673,68024,66424,106779,80505,89614,128073,106595,127854,103353,95966,100476
222.1613@10.2518,17324,1,19135,1,1,1,43709,32894,31881,32609,32951,35980,32213,1,37753
272.1619@10.2534275,1,202073,243794,104292,105007,116535,217886,199593,222566,154401,113352,161351,100072,126761,127784
275.1913@10.250201,328819,285425,294674,245475,240901,249544,244530,220252,233534,189014,130088,194250,138264,126415,125562
258.1647@10.250668,33997,43004,29732,26187,29095,23720,21776,22406,26171,1,1,20541,19892,1,25338
341.2558@10.219847,27643,130818,102135,23745,26079,22687,23824,20448,24292,22988,48124,41555,1,30359,1
198.125@10.289584,44522,39295,41004,16361,1,1,26813,22135,1,41182,25651,40577,23073,22523,24383
324.0946@10.286285,51633,41771,54774,47123,42986,53775,17768,19668,19923,20251,13503,22777,1,19920,19997
426.1861@10.287401,84710,71158,44807,48914,27317,35018,46643,43026,41465,142044,62455,59830,52657,77756,64803
304.188@10.293799,495421,450509,452062,147156,164131,171728,202110,171734,208233,322866,237478,260710,239368,267698,261763
236.1392@10.295,75780,61715,75750,38600,37160,36918,1,38455,46066,1,25731,40739,1,1,1
498.2432@10.3099165,53110,43054,47822,1,14047,14669,17698,1,18358,38401,1,32774,28125,33811,31310
310.1385@10.316417,42849,27331,32840,17416,1,1,29742,21330,24801,88783,14121,24383,14725,116885,1
144.1146@10.328462,55169,1,51762,68229,72894,78109,53837,1,73991,82449,66205,74967,46636,47810,44292
479.205@10.331642,20441,19923,26462,20185,1,20530,37840,43750,42910,35806,21395,39906,16382,16948,20075
582.2477@10.328199,1258187,1003883,1294419,891105,784802,902815,2237842,2114265,2419466,2417307,746619,1696962,773800,864451,1006654
616.2533@10.3285,43195,1,29428,28927,19761,27482,51114,54044,69392,62875,1,55818,1,23257,31599
477.1894@10.3314295,30707,27019,33961,27044,20082,26244,53839,55353,65517,68665,1,57568,23737,23751,32625
630.2689@10.331067,86003,80572,92746,79292,62598,85866,151341,184610,167971,193872,87399,171726,68257,75578,97945
598.2427@10.330643,72105,57265,87363,55855,48019,61567,1,176979,193917,38856,64604,164080,50691,55584,68523
205.1132@10.337616,25930,35316,40234,57906,41479,63437,47069,57841,47051,36669,1,82360,48844,42581,1
644.2838@10.328846,85454,113494,156264,57165,87984,113901,238462,135193,251737,282858,107370,232108,82826,1,1
612.2579@10.329733,132920,76154,94984,88883,71503,84979,223838,201376,249415,250228,54890,171205,59025,68542,76121
302.1069@10.332001,39156,33626,38928,46677,40255,53656,33182,33860,37913,47198,40881,55082,28814,28836,30646
335.0574@10.343833,18388,17092,30568,39374,26735,44798,25572,33516,1,1,65216,54414,32165,34271,1
318.2043@10.3401,155424,133773,151395,1,1,32426,1,18508,1,15784,63962,29127,89999,17186,1
580.2318@10.332533,202689,158943,200504,134466,120245,134473,323528,309217,400300,390408,109133,231176,113049,141277,149815
242.084@10.331642,43026,37490,38442,40813,41160,52773,49537,32501,40372,1,52999,49630,31724,33319,32170
379.1038@10.343399,1,19229,25735,1,1,38986,23210,30140,1,1,57508,45502,27979,28309,37201
219.1287@10.345001,55014,65799,85011,169599,108636,166550,102542,149694,88781,66864,306285,188847,1,117261,136017
319.078@10.343533,33522,40585,54024,75933,59107,85417,49101,63691,43178,29402,122741,93912,62958,62381,76552
257.1985@10.3477,76149,62880,1,24199,15635,1,1,22062,1,42194,24656,34429,1,30396,34846
299.1916@10.358999,573454,566598,576205,331643,300886,340991,307117,293728,301763,245275,229132,268948,180584,200957,183730
305.2195@10.364636,114202,184497,104860,1,66907,1,45403,50784,1,49537,1,117464,138730,95752,109170
260.1621@10.370733,6098075,5234420,5676974,1217890,1456405,413226,1541252,1639431,1879193,2152888,2115012,4368491,4764904,4937791,4720381
358.1305@10.371,238189,211613,227207,53109,56676,62248,60511,56709,75167,79132,82517,174650,179310,204745,194444
277.188@10.374091,137914,127897,136528,1,1,1,49843,1,47159,44869,44682,95877,164067,144736,147170
242.1513@10.3740015,1499068,1347801,1325525,274288,341336,337664,369962,390301,434869,515487,503242,1122429,1205946,1199051,1181351
380.206@10.370786,114150,93839,71323,29684,1,31776,34450,35163,36073,41627,43717,89663,87616,103826,97534
373.0961@10.37323,63155,61751,60626,1,11159,1,18889,18647,20642,36144,25122,47823,60512,66906,61560
304.1256@10.398601,47312,26372,32575,16148,1,21577,1,30480,1,19816,1,26427,52430,1,28439
341.256@10.3774,120291,112673,112414,109164,112535,107180,151620,135807,140603,80471,69292,88260,106921,104127,105905
184.1091@10.379714,1,229744,252313,58975,65361,71862,68616,68282,85141,81968,88192,180745,210886,205605,197974
228.1358@10.404467,781643,688751,451876,624355,551992,412611,535753,596645,718644,3041492,1019374,294232,1824422,2746030,1640410
245.1623@10.4062,171046,155876,117997,170045,110976,110587,192563,170420,177428,1116455,278927,152267,700019,844496,677390
288.1681@10.4146,98749,99293,49218,94669,77044,70594,96655,87185,104741,348363,149059,76689,246874,24338,228325
216.1357@10.409734,1588253,1340845,1732953,270470,387621,403905,433815,465101,558960,92938,424375,906737,699777,620069,659598
314.1088@10.408462,148705,130499,124210,32768,1,1,31269,59367,35525,19714,29286,99245,53721,45677,68960
198.1251@10.411201,641274,559116,680057,99657,136001,134523,150105,162270,190094,108372,147412,351944,261252,235354,247823
233.1622@10.409537,64052,68982,73346,1,17011,20370,22935,23240,27066,1,21623,37399,31941,23382,30577
138.1039@10.4121,66813,57488,71076,1,1,12780,1,19007,1,1,15726,42084,25813,30108,29713
360.1777@10.417499,86602,73791,65099,74440,45654,52873,68475,58660,61771,82227,55107,53310,1,47647,35099
354.2017@10.418615,28193,25489,26235,11188,13046,11809,15578,15935,19560,25802,18349,28110,19009,1,1
314.2084@10.421166,28512,27808,23455,1,12108,1,18093,12174,19613,21026,17894,20046,20807,20067,1
528.2614@10.426934,102265,98804,120438,12835,18053,15455,19746,18369,24633,15399,21108,52497,36520,38056,36122
432.1891@10.4315,1,1,1,25508,24935,22982,23122,22374,22549,20198,24627,18053,21468,18222,19052
340.1837@10.406,103142,83256,172174,1,16003,1,14302,1,1,21769,1,207607,76366,177566,87697
378.1744@10.443601,11569,1,16298,1,32583,17264,39756,1,16390,1,14280,19317,1,18110,18273
352.1861@10.438299,26984,1,25333,12860,14059,12919,1,15235,15580,22178,1,20256,1,25810,1
396.1145@10.473692,55255,44743,69751,52327,49129,37780,43429,44967,1,1,63807,37721,54695,49386,46206
152.0833@10.471401,63045,78071,71418,32150,29219,28577,41861,33934,41411,55858,45677,49771,49841,44314,41528
317.2012@10.469616,78095,77227,79266,49578,48108,48121,62246,53740,1,70349,1,67607,79554,67165,59589
376.1407@10.474333,35932,37349,35803,25144,24896,25990,30558,28076,31622,30856,28461,31148,32068,35071,30439
330.0976@10.473001,1,1,81834,68371,56362,67202,75320,76244,74688,68259,69788,74333,78908,82873,82929
597.2728@10.472399,167552,149264,154559,58833,54404,62831,82075,75932,83328,111564,70301,74542,96654,106501,102760
592.6133@10.472501,59874,57425,58836,21150,18487,1,29409,29366,1,1,1,36362,36629,1,37362
596.3328@10.469267,77819,66763,73087,31449,29189,28858,40982,34692,42895,47032,35307,48295,40528,52680,45402
590.2971@10.471867,95585,90072,96803,42194,43132,42732,56188,54955,59434,69651,59147,72049,58199,65933,68655
573.3682@10.472846,80103,77800,86982,1,27372,28955,39436,1,37040,56715,37817,49591,46440,44652,43292
391.2572@10.474166,53297,58518,47962,1,20627,30735,34669,1,24550,1,45337,28536,30142,27420,43721
868.4681@10.472001,83126,83255,82137,20119,21511,23572,33160,30587,34432,56022,40403,47403,41316,46807,43045
601.2699@10.472134,1313559,1216700,1204543,525070,493317,509734,706278,677087,676446,916198,768571,805192,809348,858987,835423
