Sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
336.1592@15.353714,33975,40896,36765,40820,43556,46082,1,50807,40992,41524,25737,35796,39196,31646,45577
795.5095@15.352999,938071,892939,988395,721910,750507,972327,740582,618445,611713,712446,260282,580598,850299,859023,1
1214.1581@15.345933,99699,89961,86506,125524,105618,127393,136062,97564,93487,141751,55143,124647,101845,114684,110507
2059.87@15.347727,121071,86145,113306,112989,110273,1,1,31983,67328,156776,1,97280,120520,114859,1
1214.4952@15.345917,64295,111513,1,102051,99991,88628,123145,91000,1,111365,59236,111404,66868,85747,1
743.5466@15.3525715,1,661776,297708,547301,267019,318831,334420,388972,1061515,1151050,1059397,430458,275215,302822,305639
1336.5674@15.348934,43915,44215,64466,113384,107472,41801,90849,80236,55327,91624,73686,109083,79060,53158,91885
1336.2327@15.348214,64192,67061,1,102812,94490,86333,89746,92677,74067,132274,63534,122791,71288,71246,75922
1092.4207@15.345273,62736,61668,58338,65103,58490,80199,70831,1,1,70118,1,59668,68070,72149,1
758.1082@15.36193,52400,57712,47805,37566,30771,61734,1,35280,28793,55325,225569,44649,46212,61233,53836
1831.7404@15.389909,1,63863,100442,77813,65287,1,162337,44170,31668,68767,1,46425,125226,83195,1
1199.4843@15.350357,111985,113994,90192,133457,143962,132002,145587,105008,100298,168306,62376,138769,108864,1,124900
2015.8447@15.352701,98619,113548,104063,103457,126289,1,1,72807,38191,1,1,100949,115572,102991,1
2018.3234@15.371099,88172,54923,63688,1,69461,1,32639,1,52451,1,1,50015,84562,64591,60051
1077.0732@15.3522005,102184,76937,84004,1,84903,103757,1,1,1,1,29008,78220,108411,101352,80143
1079.397@15.350463,73096,49565,60029,54233,48182,66051,59469,43752,1,62894,1,46806,62633,60110,64786
2012.8619@15.365363,36654,52906,1,49231,41967,249980,1,32308,29370,132830,1,53166,51707,17763,1
1321.5573@15.353002,1,73726,47233,102181,99607,93465,107292,84949,87940,144232,61355,137270,84274,83135,75516
1199.8114@15.343415,115576,81472,198002,1,117690,1,1,92130,33803,43830,84070,104107,173282,203389,148833
1321.8918@15.353072,45715,70965,29222,108403,103850,1,71149,86359,89562,130569,24536,153684,48647,44124,83054
1565.1381@15.368363,1076022,1626314,1,1699439,1,1,2791811,1827728,2121026,1407965,3529727,1915919,1,1244791,1258298
1458.307@15.3535,1,1,1,55185,52624,43162,48149,39808,51116,69038,35610,68047,1,1,40834
2015.3297@15.331899,146680,1,101852,1,76458,115467,102784,54871,52095,271562,28361,76465,1,1,1
1185.1414@15.356534,76489,68346,62204,99490,91709,82359,123323,81299,64606,105470,41664,88907,83121,85142,79871
1993.8315@15.346799,118022,136574,21117,83786,149406,1,1,79449,71414,190245,1,77734,1,1,120856
1399.6046@15.369386,51026,51598,35596,80440,74073,65524,64589,76851,67223,101934,61668,24643,1,1,59142
1062.3976@15.358299,79502,1,50907,82367,73901,1,1,1,60800,82321,24493,60239,1,101068,71328
1307.217@15.358845,88789,51351,1,121037,117717,70153,1,67035,89044,147907,74230,89937,58095,37155,92854
1990.8513@15.358999,67136,58102,1,72859,67979,1,1,41340,28287,109390,1,74706,138865,36125,48280
1949.8044@15.3542,177999,197903,1,130031,1,141312,167669,92395,95907,1,30450,47952,53980,1,1
1306.883@15.358428,77923,74431,74982,107826,111418,99956,1,93303,96930,150196,66873,144246,84908,92710,89260
1523.1273@15.373144,147761,365551,203769,230743,242893,253472,398901,290937,341634,176801,755280,385425,1,167008,226300
1170.131@15.361866,99586,104983,89450,126535,127631,128940,112890,91772,102673,150074,55960,112772,110684,121046,103812
1428.9535@15.362287,46841,41555,1,56199,53418,51986,52294,45969,61581,85049,60832,89277,44357,47075,42895
1429.2924@15.3632,1,1,1,69655,65437,52944,54383,54001,66661,1,25566,33096,1,31552,56213
715.5504@15.372183,35670,34867,35336,1,31192,35022,97790,45026,43995,37810,45481,68478,1,1,1
1292.5422@15.363856,56694,57037,31563,129940,133251,117913,111528,47613,73804,96611,80975,103993,57129,63124,1
1974.2988@15.355363,1,114353,1,39405,80621,65737,143224,29867,28460,57302,1,57552,52931,1,55757
1292.205@15.362733,87575,75378,71128,125698,115211,113472,113302,94827,103016,153092,82537,142541,96908,99626,104568
1277.8651@15.367309,1,70475,86020,128573,133881,55764,118541,87772,100276,1,50017,136118,38340,69047,94655
1414.6158@15.374333,46599,27934,50732,72948,66842,65780,67859,22983,68970,94223,22986,36075,47612,47228,41299
1766.1915@15.36509,95661,1,1,84282,67705,112728,78143,1,43757,97476,1,45966,114705,101316,88604
1035.3698@15.3705,38360,34577,41235,1,1,41069,37008,29821,26788,30319,1,19812,44253,39835,37717
874.9752@15.344273,24445,1,30196,26090,17178,63492,28789,1,58822,33500,1,14372,36523,1,21879
1048.0594@15.3653,82800,81566,1,75802,1,79256,84323,1,55659,1,1,60387,92519,94540,76807
1170.471@15.362143,67853,79228,63452,130932,130517,89413,95884,78063,69432,109809,1,52944,83787,81259,93073
1277.531@15.367924,97030,96078,76896,135233,1,108912,115838,116147,102526,162898,75121,152254,1,109226,98936
1155.4604@15.367466,114791,109788,99278,137549,119913,146521,142267,105438,108250,148132,51761,127395,112118,131363,116364
1279.1847@15.380364,75390,62956,58201,1,90614,1,79301,83381,1,118107,59325,103924,76068,1,53297
1399.9386@15.37075,57303,51664,1,65328,75863,43464,72310,1,60986,98343,47678,45701,1,60554,46658
1744.178@15.37091,119183,90213,120015,1,1,111473,88375,42437,35588,1,1,41911,99395,103377,87726
1141.116@15.374,64034,57470,64054,81868,82219,83926,84441,56858,67266,90565,35767,77762,79790,75255,74930
765.5671@15.380142,1325547,1509803,1236349,1292210,1567200,1103973,1,1729090,1716415,1551132,1927158,2409285,935432,1083887,1495293
1263.1903@15.373199,62732,65624,86964,121988,129781,89140,84881,79815,105186,112993,52862,101586,67893,66467,75422
1769.1704@15.373092,95433,146283,75391,1,43363,196836,143605,24520,20133,107969,1,31812,1,1,68860
2315.5525@15.360384,79028,94779,83677,1,103936,103834,52112,83980,65986,128045,1,124619,89617,99072,75422
1386.585@15.390799,40756,1,1,57005,55255,1,54016,52065,55162,75234,55387,88238,1,67758,1
1266.1628@15.376498,35964,35960,1,1,1,38665,38811,30258,1,46934,31783,56749,1,34498,34413
1385.2638@15.388214,35108,39669,34615,70345,66678,21893,82784,46846,90436,122622,72682,121788,1,66150,35953
1248.1786@15.378867,89826,84903,84054,137552,128323,127885,121563,115452,116197,159465,78227,158099,92529,102192,94121
1248.5161@15.378142,97750,67070,1,101373,131878,117847,90630,88163,130179,128090,48083,98202,72098,80001,79570
1384.9297@15.3763075,55374,53975,1,81550,72728,65585,73817,78402,77613,110373,73708,109489,1,60914,57941
1006.0083@15.282546,1,63764,101346,23687,1,85252,1,80897,19356,21115,1,16297,56008,72518,64897
1126.1049@15.37957,94514,93825,85590,122687,100629,109417,94222,1,77608,114653,31240,97706,86466,93116,101111
1127.436@15.468858,27591,60270,16296,65864,24488,51402,22604,62039,21120,18539,35052,54258,1,30109,30942
745.562@15.406,344048,1,353562,312765,448492,1,541988,667873,1,1,1,871493,452116,544433,549148
1370.2534@15.380418,73945,62595,1,1,77799,75983,75304,81668,93112,114350,74159,116878,63794,65789,1
1902.822@15.379636,1,75705,103914,105281,102441,182368,87545,1,66692,1,1,93684,70980,92165,66167
1541.1383@15.398867,726934,1335321,786357,2228615,1026937,1013503,2463980,3869839,4494291,1574090,5192079,3038461,1183552,1601000,1115408
905.5459@15.396819,49772,50052,1,57521,13516,1,1,37418,40927,18181,24695,37143,45912,1,72039
1235.1584@15.384454,76223,70889,88360,94354,90213,1,1,94942,1,108539,1,108636,64666,87638,84349
1233.5052@15.383286,105089,97516,111908,136029,146084,129766,135295,117660,1,167056,72960,150437,99218,120009,114809
1370.5876@15.38023,56417,63919,1,37227,42058,94442,49198,1,37103,121854,78499,139064,28058,79012,75175
875.1742@15.383901,36781,21246,35610,1,25975,57882,52636,1,1,45631,1,42375,1,52402,29506
1905.778@15.376725,1,174410,154284,154769,140205,175516,176467,1,88186,172794,1,134208,1,166033,105285
1020.0265@15.3793,63033,53915,40883,42029,1,41408,1,31494,29969,43796,1,27970,49539,1,1
1861.7513@15.387084,1,129683,174859,127572,1,165720,172273,1,73740,158155,24419,116579,186344,154794,144182
845.524@15.394532,175033,166057,179047,100076,109168,124416,93105,77065,79801,114420,44645,78970,150659,157785,138961
1858.7783@15.385616,63734,87531,78195,84585,57676,98689,84472,25570,57514,1,1,46702,52537,80097,105540
784.1181@15.405002,36565,1,45170,1,12342,77928,65545,42550,45422,42909,1,35241,34618,68865,32273
1357.2334@15.386539,49616,51553,61970,83647,61931,1,63863,71141,49535,89614,1,98011,67586,54459,49898
2113.389@15.387182,73126,105989,1,68456,1,124989,153866,119351,52134,81967,1,99891,1,105042,56454
1233.8378@15.3846,1,1,104653,130424,137289,111260,95475,93833,128280,1,85834,185879,90528,1,1
1355.9124@15.386286,41865,37059,34398,79386,84099,79725,86717,97403,1,74166,77986,130154,63503,42820,55421
1113.4178@15.364785,71943,56356,53959,1,63224,75244,58436,53439,45826,71563,23039,62049,60048,58774,70161
2269.4917@15.3678,63466,1,1,17852,26292,1,80500,62801,1,46886,38755,130812,57463,62723,1
1220.4838@15.388909,76329,83688,65432,97460,93011,107725,88739,1,77207,1,1,93785,1,85206,94059
1340.9012@15.39025,1,65490,60320,29726,90746,1,91449,1,102466,142589,72596,49396,76424,77146,69708
1097.0884@15.392728,56739,58891,1,71741,68037,65946,72313,49964,1,75057,1,58627,61156,1,64893
1342.5583@15.3921,33987,45770,76572,73549,86918,1,1,1,65512,94264,56110,104006,70953,1,1
1219.164@15.39,56115,66623,68082,101027,93634,125430,129889,82368,85257,142122,50963,140181,75894,75975,84218
1341.239@15.390928,50733,47654,1,116010,120332,64737,99265,111988,43911,122582,83386,146440,71521,76818,89827
1144.0876@15.377335,35848,24441,25028,1,30907,32603,58479,25020,23445,1,21343,57842,33400,30405,1
1603.0854@15.379167,1,321650,1,192265,128805,225164,483915,183158,147001,163425,66688,481957,1,172155,141025
775.3158@15.3772,37698,1,70199,50912,1,73304,36888,30296,89393,1,1,173359,1,156571,29003
2022.8542@15.395637,146874,1,139392,166665,1,1,183343,136411,115765,1,50550,189543,170303,139502,111733
1326.2291@15.394834,1,68957,73283,114453,106485,112083,108539,106273,1,1,83669,150643,78446,91813,61399
1953.3035@15.361307,165813,133391,98663,79358,85295,178832,182107,198309,76883,400729,1,75222,120903,1,154932
1326.5616@15.395924,1,46647,78264,121074,46644,108912,118279,127957,74940,136428,1,166697,54908,87524,94024
886.7838@15.443537,43618,1,43956,31463,53119,51267,45238,36961,14557,73767,1,24331,73600,36850,44995
2227.9773@15.371636,1,72644,86592,1,1,20495,18084,87466,44079,58524,49831,111532,1,94667,50635
1204.1534@15.394466,103287,93866,83886,134324,35948,123642,115120,108844,117605,151892,60803,126825,103049,107158,113282
1204.4908@15.3956,63290,71778,61470,96537,95074,89226,86701,76547,79473,101268,64451,153198,77993,79423,82947
839.7534@15.413099,1,27820,76900,1,27023,1,21634,15427,1,42713,1,59159,85820,41086,26033
828.0607@15.3981,48183,48467,44507,1,1,49558,62610,1,29618,52709,1,29540,50411,68003,1
1791.1812@15.400302,77502,167208,1,1,75625,76681,198754,29074,1,65179,1,106683,73962,203597,1
2000.8419@15.3858,155637,1,129118,163135,1,179836,151755,192671,1,98651,1,191993,197666,143860,1
1311.5529@15.400786,62200,86816,70668,129892,117421,113363,109690,1,113242,148841,74021,170643,91230,102616,99903
813.7397@15.401168,46841,37835,59774,27660,40300,47623,32854,30684,1,39586,1,32850,71629,52572,1
1509.1174@15.403099,44676,81573,34317,80453,74726,1,58287,93942,79421,1,1,127197,33134,1,1
1189.4814@15.401288,92050,95873,91065,133738,130528,136178,1,110436,109732,140608,59789,129247,111249,107979,115053
1191.1327@15.415272,74869,73144,59104,87117,79568,81923,83616,1,72705,20718,40522,100351,1,1,1
2203.4917@15.364502,93590,100827,66219,121541,40150,1,33053,118623,102963,1,39611,141547,1,1,1
1770.7476@15.408154,44480,64833,88574,1,61024,86457,33971,17518,42786,44886,1,33911,87497,59578,41668
783.5768@15.416866,1.19E+07,1.57E+07,1.26E+07,1.64E+07,2.06E+07,1.55E+07,2.44E+07,3.39E+07,2.89E+07,2.14E+07,3.09E+07,2.99E+07,1.82E+07,1.76E+07,2.11E+07
1953.8188@15.417544,65201,1,92061,99148,100232,52094,29022,70189,50904,95420,1,90208,69790,1,1
1067.0679@15.404817,1,62434,84741,79525,1,1,77654,54720,56799,84066,1,66753,93913,83204,74369
813.3375@15.378901,79170,70112,140096,1,24658,1,37919,43458,32278,79079,1,44741,113602,1,1
783.7285@15.416215,167031,213698,1,285564,261309,205421,369210,541658,537400,330000,475212,456349,243982,177121,279903
1175.1375@15.407333,92653,56839,54522,92357,84980,84924,79720,70292,72336,94816,36230,84757,68989,102444,72139
751.5517@15.406134,578144,1186022,967439,840001,922762,811611,950765,933306,855909,634349,943155,1117459,638024,674339,545841
1433.9644@15.4045725,27681,54214,1,50535,50949,43998,49583,66243,75223,69674,62762,102544,41969,56700,56156
1418.951@15.419181,1,1,1,46202,50834,1,54579,55786,78249,76472,60839,93840,76949,41488,34194
1297.2125@15.407002,91508,57685,45028,108597,90037,1,44923,85462,79597,169088,88793,103664,64551,70272,70281
821.5241@15.419466,331009,363060,397526,267414,271651,338154,337144,319264,269081,307790,129626,258248,376431,377307,354367
821.9456@15.435231,23012,21278,63934,27964,39609,52117,40198,25884,1,52898,1,39476,73138,22214,45121
1069.3918@15.40654,43163,41361,33922,46582,40904,46116,36764,34628,35672,39858,1,38514,45854,52336,1
839.4979@15.415585,1,50139,1,39970,33770,46358,58237,1,53922,42489,29135,44218,42090,43928,43276
783.7738@15.403898,1,54405,1,52369,52252,41792,14628,95681,91213,67616,1,63292,1,48761,1
2137.4424@15.395273,126477,1,145388,36366,155392,1,1,1,119628,213208,44170,191292,144572,187583,160977
1420.6077@15.4080925,51753,47685,37852,52548,47900,43842,50170,1,1,60994,1,83984,57084,1,37674
933.8128@15.416,27904,23570,26225,19556,1,28598,1,26243,23617,51100,1,38681,1,1,26117
881.5505@15.414727,1,1,1,124873,126498,1,176246,166630,156643,174222,96191,135055,90499,131874,152684
822.1421@15.445357,61014,31941,85242,27637,20495,54148,29651,34637,30401,18547,1,40273,79936,42217,51237
2161.9395@15.395453,1,65511,107584,86629,78531,1,1,65394,61212,42105,43018,176041,69407,119613,1
851.9638@15.37891,31747,26069,1,51322,37093,37778,1,1,12832,57595,1,14097,33623,54452,50449
1956.8174@15.408817,122363,135266,152005,200944,145670,1,1,115585,95248,212283,34446,205152,260772,1,1
778.1166@15.4395,56522,58515,45892,34772,55194,52263,34284,22414,25068,58109,1,21345,21820,41908,22020
1796.2018@15.300799,111224,97639,110251,1,97328,126134,97487,1,1,1,1,92757,123623,102016,93517
808.6423@15.419666,256826,338602,296692,386277,398823,316327,185845,246343,302718,294678,456750,591786,148937,145182,157311
1054.3828@15.41375,44757,33872,31322,1,37866,41361,36929,35957,31326,38724,1,33920,41818,1,53981
877.978@15.434,62845,57623,28718,21147,68543,56439,44431,1,1,91324,1,58541,78103,1,65972
889.7883@15.435417,84167,47529,34104,51567,47724,64342,1,25512,16933,62084,1,44236,57351,1,69206
1163.4355@15.4145,1,1,36118,28641,42694,1,1,31654,25866,44522,1,35089,28282,29638,38564
851.1646@15.383273,42918,45133,1,66932,23703,49006,1,1,18425,66501,1,29140,47762,53690,49260
1160.466@15.403071,59874,46604,53559,86730,80316,48682,1,65688,68194,86781,42268,72655,71523,71263,83956
1282.202@15.411334,82375,89081,77404,126775,116106,100963,118437,127843,107583,137173,80009,135899,76413,100892,84874
806.0515@15.414582,81732,1,87954,50136,45562,70551,63289,41791,37040,62267,1,41490,84388,1,61933
878.1794@15.409728,1,1,65850,31705,51544,38560,43816,38035,17449,67536,1,33038,69561,54408,1
1160.1285@15.413643,81991,79498,69521,103568,116946,95405,92757,93386,83978,106868,38295,110614,83495,1,91912
1404.2749@15.435,1,1,29943,79427,46074,30025,72177,82003,81156,100579,1,121251,55464,54712,59605
2139.9248@15.412699,90026,1,113703,118669,79646,131096,1,106712,83018,250832,1,172454,105808,1,1
1282.5385@15.411143,65672,64244,88439,94214,79896,1,81834,95200,135306,114277,69584,172172,67316,66647,73761
886.9846@15.408728,1,40748,52327,33856,62810,1,37634,25228,1,67488,1,30175,73920,42964,63698
751.6982@15.429728,56113,42782,50318,32522,1,36597,143903,166778,1,142177,1,183395,1,36886,55951
786.9245@15.427384,40758,36627,44014,26923,34064,34701,1,24014,12921,44417,1,29057,68244,43545,53731
877.7824@15.438,54304,38018,82604,1,77112,1,37888,39343,33013,97678,1,61054,85167,47934,1
817.5961@15.448818,202130,246723,164396,1,273035,1,161644,470642,271489,1,1,357411,148796,182748,184677
1389.6017@15.415999,36073,1,1,23757,80119,1,83641,95918,92928,114794,77553,129760,59721,1,65580
717.5671@15.427091,1,84660,1,80606,77586,1,1,100384,84142,78107,149595,928086,55146,63788,67984
1267.5292@15.417249,1,1,1,134163,130423,106368,122254,122525,119825,161851,77159,155149,88735,32210,108609
1269.1816@15.4166,70529,41981,1,87978,92449,76211,82639,1,1,1,48242,111408,1,42497,76910
1549.1414@15.4172735,79368,1,114068,248279,584689,158597,1,1021983,1,1,599146,1284273,113872,147040,398938
950.8275@15.471539,46835,32397,11583,1,61772,18191,15682,24310,23217,46176,1,35209,42711,12468,60139
989.2486@15.459699,1,33221,22437,16936,21642,35737,30159,1,1,50881,1,28325,1,36759,27220
842.7571@15.424698,57506,78079,50997,69332,1,58365,1,27117,1,1,1,38724,49777,71161,55486
842.9584@15.4256,48876,58974,51439,49822,31061,1,1,21706,31696,1,1,23981,43816,72140,1
859.97@15.452273,37976,25340,52378,14337,44876,1,39774,19851,1,67658,1,38216,57100,71256,1
727.5516@15.420333,106814,168748,129319,161255,167430,163407,188948,255427,265363,170349,187470,276499,103601,144920,121486
1389.9359@15.419287,59154,58112,1,32370,77963,67222,63643,85259,95786,69968,48886,134131,62487,67035,59144
1391.2574@15.4195,1,66568,1,1,1,47132,62173,72248,68623,83437,58177,98092,42929,1,56871
1589.127@15.4053335,106691,114735,104558,674685,599821,567029,521464,572833,591079,716977,679829,114722,107920,108890,487069
868.9735@15.451999,60616,35163,32932,1,72903,53318,40778,39055,1,84793,1,58032,87611,44072,1
915.8061@15.46182,64144,1,44682,57039,1,48221,38025,20245,23259,1,1,29664,47646,63551,35708
851.7635@15.399428,52776,44079,65270,18390,48894,38014,39902,18605,16390,73605,1,41967,60978,61303,53878
1145.4592@15.420857,37733,1,68867,110232,97944,101136,86467,84066,81806,106464,29191,88881,76315,84557,84705
1254.5082@15.434751,74947,59822,68656,1,78290,31644,79857,81162,1,105319,43132,100732,71661,66434,1
834.1531@15.416358,51909,32163,58832,63182,25754,60366,34938,28671,16976,65344,1,36099,45645,68573,47922
833.9521@15.427637,61087,74349,1,1,44160,61975,41406,30030,15119,89903,1,36960,59924,89939,1
824.9463@15.409333,41811,70807,22611,45113,38778,57386,1,29131,23801,1,1,21220,52155,84910,45453
825.1468@15.456099,1,8852,60202,1,44119,1,1,19996,17688,43533,1,26916,65024,20562,42844
833.7533@15.431907,122835,78614,1,83670,47215,85589,55093,1,19441,1,1,37892,67836,99312,55314
816.1414@15.4387,102903,1,61411,66986,41989,70924,70862,24574,1,1,1,35585,59031,1,46977
1253.1854@15.423666,86598,61507,87835,144219,119619,112249,112729,124553,75945,97168,44439,118888,60001,102176,64507
1375.26@15.4236145,52143,1,49406,102219,88522,91095,62931,112946,116587,138350,77280,144767,40753,44882,1
771.5781@15.445268,778549,1075314,829837,1411848,1369051,1188093,1228772,1462557,1393983,1464150,1744634,1286218,1343605,964230,946441
906.9993@15.443924,32127,55678,39551,54244,45091,62379,1,21420,22868,39815,1,24716,66887,44804,38476
1376.581@15.424182,1,1,49908,68400,1,63358,56364,70596,1,81389,52367,98189,39335,49136,65120
1131.1125@15.427285,48519,57224,44852,84869,72905,47383,63594,64237,61086,68144,1,60115,50064,56299,67747
805.536@15.434601,70177,77188,80406,1,65567,1,63473,1,62862,1,39493,66916,1,72477,55474
1132.4327@15.428,48437,51155,53768,67673,65112,75707,64306,64851,1,73671,1,60307,53197,1,63471
1238.1761@15.428833,77039,90320,1,138763,121114,1,114056,102181,113198,143655,1,120399,82547,83106,88543
1238.5135@15.428332,63605,53831,85785,127700,82825,65812,89996,127734,77285,93771,57225,92357,91729,85659,102394
1360.2506@15.427729,1,60480,1,100136,92914,81811,90538,111383,1,133111,72163,139016,1,25131,75543
1846.7551@15.4354,218863,1,146635,168741,132394,158610,204535,1,67541,1,1,83559,1,159899,145534
767.5832@15.445267,2314484,2290369,1986853,2426799,2012518,1582373,1885008,2328644,2379523,1982262,4715043,6670866,1393859,1621415,1676775
1025.367@15.419153,64576,29095,25315,1,26712,21197,19806,22706,17469,21887,1,19032,29803,31958,31077
1361.9073@15.428599,23155,1,40534,65475,1,48939,1,70298,46502,1,44209,85440,56619,46116,1
1116.1014@15.433084,74770,64794,1,86059,1,90023,88957,77734,66267,74361,1,68549,96568,90609,73279
1360.5876@15.429998,1,65959,1,112024,63722,86195,90033,116951,98392,92499,51318,102092,43983,49783,82739
1871.2413@15.4379,192855,1,1,96626,100259,86295,150402,72183,1,119675,1,51308,1,141325,128950
1223.5042@15.436333,117579,71759,83705,133313,124509,1,155417,121494,110953,1,1,123858,97485,113561,104886
2211.4734@15.4226,104006,30674,224031,1,161355,87773,155521,108205,1,215518,1,112785,103559,1,1
1010.3572@15.435598,1,18816,22512,21351,19168,25924,23341,14364,1,1,1,16725,27366,27419,1
1347.231@15.436501,79919,59282,44828,80102,64438,76154,104734,84777,70963,1,47774,105746,46625,53535,65748
1345.5774@15.444916,1,69862,1,103369,96381,25209,105752,108044,109455,132990,72798,144781,1,29200,88961
880.9831@15.454637,65039,37041,1,28500,31382,46410,40267,1,1,34807,1,39331,34899,19302,35866
1225.1552@15.436308,100538,66602,67536,84072,76972,1,77468,86083,1,91722,30420,80162,66186,67051,64376
1103.4153@15.441181,40907,1,37684,1,39882,42498,47197,35711,37339,42464,1,39653,1,46910,46224
1103.0804@15.441501,35366,47291,44595,1,44267,1,55917,37542,45338,1,1,55196,49069,48287,1
2189.969@15.468401,59644,1,51081,50846,1,84198,1,67832,114287,61781,1,91951,1,117649,111338
1210.4825@15.454726,1,71327,70134,81291,1,71763,1,69335,21591,88079,28216,91817,73788,68345,1
1331.2354@15.433798,44303,83820,69873,120130,104968,101302,111850,85043,121180,143788,67740,134441,32853,89531,85069
1209.159@15.441285,86234,98602,53544,95630,1,63823,88832,69629,59868,76946,42176,76416,36482,63531,38320
1332.5566@15.439637,79865,1,43754,89128,73224,69631,81915,77035,81664,1,1,100727,1,55451,61998
927.0153@15.551401,1,1,29415,52002,1,52334,20092,46834,45137,51501,1,18871,37155,59917,1
1316.5623@15.434929,76305,1,22486,126936,104685,85779,136766,82066,124020,153510,61075,101514,54965,89507,71823
1187.3031@15.3877,41288,47434,53350,28027,39640,17862,1,1,41104,1,1,33856,45702,1,31264
733.563@15.4574,298932,543468,384522,960201,613122,626560,514304,734937,920153,759791,960173,830804,514912,609999,806593
1088.4084@15.448385,1,40110,30856,38591,45385,37637,41534,26771,31903,35465,1,31830,47536,48071,53262
1194.1501@15.449693,75697,77095,1,101218,98483,93382,91507,87811,113757,103126,1,131296,70525,89378,79519
1194.4777@15.437357,56756,59273,50860,72099,75130,105470,71244,60442,65386,130554,1,65690,55154,72360,56703
1197.4585@15.448385,39493,24610,32602,40208,34300,1,40402,31942,30628,34161,1,31891,25116,40146,34384
1438.6343@15.449699,1,1,1,70183,29620,1,71383,95448,83757,69976,57576,115282,1,30509,44165
2168.947@15.397499,1,104212,1,165127,35510,40103,155898,1,27875,46976,22106,126078,1,134809,1
1543.1565@15.471399,1,1,278425,1,604060,445577,988159,1517892,1860469,1,2397404,1223336,56537,1,647239
1301.5532@15.451331,78425,75416,1,126351,111029,88927,122684,110930,1,151338,58467,134989,1,100887,105722
863.1706@15.451835,93530,1,65940,47590,54995,103727,66412,1,17011,51081,1,34332,61310,59760,52407
1517.1392@15.466501,198545,1,744632,1,434065,1155836,1,1,823529,302411,920080,557973,268656,335721,1
1303.2052@15.452071,63563,53108,48418,80574,77182,66711,71989,82601,83204,99868,40397,95542,51586,1,61117
1803.2147@15.34382,133665,1,122130,62916,33097,68877,97089,1,1,54007,1,30203,120427,111675,26779
1181.4642@15.4566145,52997,48569,53156,1,70578,1,69556,75533,54268,65224,19326,56206,63807,69041,70667
862.7744@15.513268,83950,51932,56356,32268,66900,85976,66949,73687,43783,70880,32249,17999,54227,37591,38365
1287.2083@15.458287,78546,52387,1,116866,67946,111973,72117,121223,71754,67760,32004,101262,50896,60757,68261
1288.5295@15.458546,63445,1,50256,86646,80720,104216,1,122470,77593,95802,1,88207,56181,1,42136
1408.9476@15.458,1,45524,1,88035,73967,64410,75581,94680,88570,1,55090,124675,1,62822,1
854.166@15.497357,62596,51419,59118,45627,43082,107682,35809,36055,24120,47469,1,21982,47853,59321,48967
1072.0765@15.455899,34823,53755,1,1,65196,72330,56560,44273,1,1,1,28382,76085,64864,69013
1317.8798@15.457856,76707,45706,34370,63595,62365,59727,68272,1,72024,100370,31280,154638,44438,18121,51354
1165.1345@15.452867,57518,53548,67725,64644,66866,60646,77094,56608,48861,44828,44352,57362,53637,56573,55727
1409.284@15.457769,1,53230,1,98940,33291,82831,56227,111283,104208,43745,70945,89964,37222,53827,70589
2314.6638@15.467834,1,68520,76212,1,118786,113541,156176,200045,31091,104316,18729,149565,21259,1,193187
1059.3888@15.452,30954,25087,26981,28729,23964,32257,22500,1,18594,67116,1,16880,26859,30412,28446
1394.273@15.463084,48878,1,48927,98886,89239,61558,84938,93826,88140,94985,18762,128085,1,1,56566
477.3214@15.468928,96173,61128,361939,1,90173,97604,108965,100082,101122,96098,93281,87751,85658,98449,98977
1394.6089@15.444307,1,34205,1,77344,104346,80390,95792,113055,98436,127514,36013,129726,61436,41552,74163
2102.9092@15.4651,154973,1,1,141902,1,193822,177382,124703,104742,210323,22614,142061,1,1,151664
771.068@15.4796,107196,43531,34233,41007,36486,44182,57198,54773,58569,40155,27999,41703,38628,43652,51011
857.5565@15.479133,44082,44852,39540,26264,30995,35047,40135,24557,16829,31461,104571,17769,59311,296203,40598
1272.2@15.464636,67533,1,1,113409,109469,114813,111283,102978,103781,124467,48052,122319,1,1,63150
797.5242@15.454134,428634,522887,577208,181441,465916,60222,517692,425045,395199,463040,122563,278092,570729,68806,569529
872.5229@15.474819,1,67275,42496,85114,65887,53512,81554,89181,66455,66942,29711,73129,1,1,1
793.5982@15.485667,2407594,2497205,1713934,1225799,1287615,1934991,1884989,1769949,1458865,2115780,1287191,2193696,1855576,1747913,1637415
1379.932@15.468615,1,49294,1,72122,104943,84536,65939,120809,74507,92556,57291,46862,61252,30612,50534
1379.5999@15.468,35265,1,38296,98925,100298,72003,89613,1,93355,142711,55177,141141,66003,72221,72611
1410.6041@15.439699,51415,1,1,1,24040,68344,1,15160,67229,82368,47748,134646,34857,1,38973
862.9718@15.456582,105096,55678,61203,37202,39845,123664,1,29306,27482,40976,1,32774,70259,1,46751
1897.7802@15.454399,172277,85513,1,1,145050,191024,159248,1,57796,116783,1,93366,168411,1,176557
338.1746@15.4832,36831,52994,37380,35379,49364,44093,59368,58605,45615,52258,20041,53223,44274,37563,53410
875.5188@15.480231,1,157687,1,167906,180541,135577,211868,231836,261310,184879,153725,226005,129764,190646,168987
1259.178@15.471856,1,55432,72010,77880,77798,90748,70320,94456,67954,84822,28814,91607,52551,63801,65097
